OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIP,OWNER,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWID,SURFACED_1,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SGNDBKROUT,NGHBRHDGRN,NATIONHWYS,STREETTYPE,MJTRK_STR_,PVMTCONDIN,PVMTCOND_1,TRANCLASS,TRANDESCRI,FREIGHTCLASS,SHAPE_Length
1578,1206,68,00030,0220,000300220,1ST AVE S BETWEEN S WALKER ST AND S STACY ST,1ST AVE S,1ST AVE S,S WALKER ST,S STACY ST,1, , ,2200,35,S,N, , ,760.0,0,,1ST AVE S AND S WALKER ST,S,31350,1ST AVE S AND S STACY ST,N,31365,1270031.56971331,216249.6757935, , , ,Industrial, ,0,0,2, ,1,760.048029785014
1579,1216,68,00030,0470,000300470,1ST AVE S BETWEEN 1ST AV S VI AND S HUDSON ST,1ST AVE S,1ST AVE S,1ST AV S VI,S HUDSON ST,1, , ,4700,35,S,N, , ,1060.0,0,,1ST S AVE S AND 1ST AV S VI,S,33033,1ST AVE S AND S HUDSON ST,N,33021,1269856.93502513,207470.93696851, , , ,Industrial, ,0,0,2, ,1,1059.99712150901
1580,1214,68,00030,0361,000300361,1ST AVE S BETWEEN S SPOKANE SR ST AND S ANDOVER ST,1ST AVE S,1ST AVE S,S SPOKANE SR ST,S ANDOVER ST,1, , ,3600,35,S,N, , ,1097.0,0,,1ST AVE S AND S SPOKANE SR ST,S,32340,1ST AVE S AND S ANDOVER ST,N,337616,1269937.13457721,211491.10926062, , , ,Industrial, ,0,0,2, ,1,1097.00338505662
1581,1211,68,00030,0330,000300330,1ST AVE S BETWEEN S HORTON ST AND S HINDS ST,1ST AVE S,1ST AVE S,S HORTON ST,S HINDS ST,1, , ,3300,35,S,N, , ,250.0,0,,1ST AVE S AND S HORTON ST,S,32333,1ST AVE S AND S HINDS ST,N,32334,1269967.19544125,213006.01076618, , , ,Industrial, ,0,0,2, ,1,250.069717791231
1582,1212,68,00034,0340,000340340,1ST WR AVE S BETWEEN S HINDS ST AND S SPOKANE NR ST,1ST AVE S,1ST WR AVE S,S HINDS ST,S SPOKANE NR ST,1, , ,3400,35,S,Y,S,F,727.0,0,,1ST AVE S AND S HINDS ST,S,32334,1ST AVE S AND S SPOKANE NR ST,N,32354,1269924.2520812,212518.05044568, , , ,Industrial, ,0,0,2, ,1,748.581171498655
1583,1224,68,00030,0580,000300580,1ST AVE S BETWEEN S MEAD ST AND S FIDALGO ST,1ST AVE S,1ST AVE S,S MEAD ST,S FIDALGO ST,1, , ,5800,35,S,N, , ,225.0,0,,1ST AVE S AND S MEAD ST,S,33042,1ST AVE S AND S FIDALGO ST,N,33041,1269798.47358507,204528.19789349, , , ,Industrial, ,0,0,2, ,1,225.444760189587
1584,1221,68,00030,0550,000300550,1ST AVE S BETWEEN S LUCILE ST AND S FINDLAY ST,1ST AVE S,1ST AVE S,S LUCILE ST,S FINDLAY ST,1, , ,5500,35,S,N, , ,260.0,0,,1ST AVE S AND S LUCILE ST,S,33034,1ST AVE S AND S FINDLAY ST,N,33038,1269815.17406508,205357.06944634, , , ,Industrial, ,0,0,2, ,1,260.281033938635
1585,1225,68,00030,0590,000300590,1ST AVE S BETWEEN S FIDALGO ST AND EAST MARGINAL WAY S,1ST AVE S,1ST AVE S,S FIDALGO ST,EAST MARGINAL WAY S,1, , ,5900,35,S,N, , ,809.0,0,,1ST AVE S AND S FIDALGO ST,S,33041,1ST AVE S AND EAST MARGINAL WAY S,N,33046,1269789.68299307,204011.46374896, , , ,Industrial, ,0,0,2, ,1,809.180452332757
1586,1223,68,00030,0570,000300570,1ST AVE S BETWEEN S ORCAS ST AND S MEAD ST,1ST AVE S,1ST AVE S,S ORCAS ST,S MEAD ST,1, , ,5700,35,S,N, , ,291.0,0,,1ST AVE S AND S ORCAS ST,S,33040,1ST AVE S AND S MEAD ST,N,33042,1269803.69668907,204786.38797376, , , ,Industrial, ,0,0,2, ,1,291.041032899421
1587,1203,68,00030,0150,000300150,1ST AVE S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,1ST AVE S,1ST AVE S,S ATLANTIC ST,S MASSACHUSETTS ST,1, , ,1500,35,S,N, , ,760.0,0,,1ST AVE S AND S ATLANTIC ST,S,30388,1ST AVE S AND S MASSACHUSETTS ST,N,31344,1270077.42014536,218559.40571585, , , ,Industrial, ,0,0,2, ,1,760.015925249153
1588,1266,68,00050,0410,000500410,1ST AV S VI BETWEEN S DAKOTA ST AND 1ST AVE S,1ST AVE S,1ST AV S VI,S DAKOTA ST,1ST AVE S,1, , ,4100,35,S,N, , ,2550.0,0,,1ST AVE S AND S DAKOTA ST,S,32376,1ST S AVE S AND 1ST AV S VI,N,33033,1269894.73880117,209275.62612236, , , ,Industrial, ,0,0,2, ,1,2550.18702413251
1589,1222,68,00030,0560,000300560,1ST AVE S BETWEEN S FINDLAY ST AND S ORCAS ST,1ST AVE S,1ST AVE S,S FINDLAY ST,S ORCAS ST,1, , ,5600,35,S,N, , ,295.0,0,,1ST AVE S AND S FINDLAY ST,S,33038,1ST AVE S AND S ORCAS ST,N,33040,1269809.69182508,205079.41517405, , , ,Industrial, ,0,0,2, ,1,295.13596407065
1590,1209,68,00030,0290,000300290,1ST AVE S BETWEEN S FOREST ST AND S HANFORD ST,1ST AVE S,1ST AVE S,S FOREST ST,S HANFORD ST,1, , ,2900,35,S,N, , ,785.0,0,,1ST AVE S AND S FOREST ST,S,31373,1ST AVE S AND S HANFORD ST,N,31379,1269986.07134527,213957.40750314, , , ,Industrial, ,0,0,2, ,1,784.96081221868
1591,1208,68,00030,0270,000300270,1ST AVE S BETWEEN S LANDER ST AND S FOREST ST,1ST AVE S,1ST AVE S,S LANDER ST,S FOREST ST,1, , ,2700,35,S,N, , ,760.0,0,,1ST AVE S AND S LANDER ST,S,31372,1ST AVE S AND S FOREST ST,N,31373,1270001.40862527,214729.74811193, , , ,Industrial, ,0,0,2, ,1,760.025040038484
1592,1219,68,00030,0530,000300530,1ST AVE S BETWEEN S BENNETT ST AND S BRANDON ST,1ST AVE S,1ST AVE S,S BENNETT ST,S BRANDON ST,1, , ,5300,35,S,N, , ,277.0,0,,1ST AVE S AND S BENNETT ST,S,33025,1ST AVE S AND S BRANDON ST,N,33029,1269825.7242091,205895.4005829, , , ,Industrial, ,0,0,2, ,1,276.549751111224
1593,1202,68,00030,0120,000300120,1ST AVE S BETWEEN S ROYAL BROUGHAM WAY AND S ATLANTIC ST,1ST AVE S,1ST AVE S,S ROYAL BROUGHAM WAY,S ATLANTIC ST,1, , ,1200,35,S,N, , ,760.0,0,,1ST AVE S AND S ROYAL BROUGHAM WAY,S,30384,1ST AVE S AND S ATLANTIC ST,N,30388,1270092.50552137,219319.26747663, , , ,Industrial, ,0,0,2, ,1,760.007189126093
1594,590107,68,00033,0340,000330340,1ST ER AVE S BETWEEN S HINDS ST AND S SPOKANE NR ST,1ST AVE S,1ST ER AVE S,S HINDS ST,S SPOKANE NR ST,1, , ,3400,35,S,Y,N,T,727.0,0,,1ST AVE S AND S HINDS ST,S,32334,1ST AVE S AND S SPOKANE NR ST,N,32354,1269988.51537727,212517.26369368, , , ,Industrial, ,0,0,2, ,1,746.44489744556
1595,1205,68,00030,0190,000300190,1ST AVE S BETWEEN S HOLGATE ST AND S WALKER ST,1ST AVE S,1ST AVE S,S HOLGATE ST,S WALKER ST,1, , ,1900,35,S,N, , ,775.0,0,,1ST AVE S AND S HOLGATE ST,S,31345,1ST AVE S AND S WALKER ST,N,31350,1270046.78072132,217017.09557028, , , ,Industrial, ,0,0,2, ,1,775.09321290804
1596,1210,68,00030,0320,000300320,1ST AVE S BETWEEN S HANFORD ST AND S HORTON ST,1ST AVE S,1ST AVE S,S HANFORD ST,S HORTON ST,1, , ,3200,35,S,N, , ,434.0,0,,1ST AVE S AND S HANFORD ST,S,31379,1ST AVE S AND S HORTON ST,N,32333,1269973.97009724,213348.01294252, , , ,Industrial, ,0,0,2, ,1,434.068688770519
1597,1218,68,00030,0520,000300520,1ST AVE S BETWEEN S DAWSON ST AND S BENNETT ST,1ST AVE S,1ST AVE S,S DAWSON ST,S BENNETT ST,1, , ,5200,35,S,N, , ,269.0,0,,1ST AVE S AND S DAWSON ST,S,33026,1ST AVE S AND S BENNETT ST,N,33025,1269831.1312491,206168.35059917, , , ,Industrial, ,0,0,2, ,1,269.457508780767
1598,20318,68,16200,0030,162000030,S HOLGATE ST BETWEEN 3RD AVE S AND 4TH AVE S,S HOLGATE ST,S HOLGATE ST,3RD AVE S,4TH AVE S,2, , ,300,30,E,N, , ,226.0,0,,3RD AVE S AND S HOLGATE ST,E,31347,4TH AVE S AND S HOLGATE ST,W,31348,1271208.96529852,217406.33717068, , , ,Industrial, ,0,0,0, ,1,226.211194814818
1599,20320,68,16200,0050,162000050,S HOLGATE ST BETWEEN 5TH AVE S AND 6TH AVE S,S HOLGATE ST,S HOLGATE ST,5TH AVE S,6TH AVE S,2, , ,500,30,E,N, , ,386.0,0,,5TH AVE S AND S HOLGATE ST,E,31360,6TH AVE S AND S HOLGATE ST,W,31349,1271890.71352321,217394.86171466, , , ,Industrial, ,0,0,0, ,1,386.392110462044
1600,20314,68,16195,0197,161950197,S HOLGATE BR BETWEEN S HOLGATE ST AND BEACON AVE S,S HOLGATE BR,S HOLGATE BR,S HOLGATE ST,BEACON AVE S,2, , ,0,30,E,N, , ,1134.0,0,,S HOLGATE BR AND S HOLGATE ST,E,31242,BEACON AVE S AND S HOLGATE BR,W,31274,1273239.43352459,217341.21269061, , , ,Industrial, ,0,0,3, ,1,520.140318157114
1601,20321,68,16200,0060,162000060,S HOLGATE ST BETWEEN 6TH AVE S AND S HOLGATE BR,S HOLGATE ST,S HOLGATE ST,6TH AVE S,S HOLGATE BR,2, , ,600,30,E,N, , ,611.0,0,,6TH AVE S AND S HOLGATE ST,E,31349,S HOLGATE BR AND S HOLGATE ST,W,31242,1272388.84677172,217371.64673865, , , ,Industrial, ,0,0,0, ,1,611.176094200278
1602,20316,68,16200,0010,162000010,S HOLGATE ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,S HOLGATE ST,S HOLGATE ST,1ST AVE S,OCCIDENTAL AVE S,2, , ,100,30,E,N, , ,230.0,0,,1ST AVE S AND S HOLGATE ST,E,31345,OCCIDENTAL AVE S AND S HOLGATE ST,W,31346,1270169.45233744,217402.23393868, , , ,Industrial, ,0,0,0, ,1,230.04847152718
1603,20319,68,16200,0040,162000040,S HOLGATE ST BETWEEN 4TH AVE S AND 5TH AVE S,S HOLGATE ST,S HOLGATE ST,4TH AVE S,5TH AVE S,2, , ,400,30,E,N, , ,376.0,0,,4TH AVE S AND S HOLGATE ST,E,31348,5TH AVE S AND S HOLGATE ST,W,31360,1271509.80254683,217401.41985868, , , ,Industrial, ,0,0,0, ,1,375.546077714252
1604,20317,68,16200,0015,162000015,S HOLGATE ST BETWEEN OCCIDENTAL AVE S AND 3RD AVE S,S HOLGATE ST,S HOLGATE ST,OCCIDENTAL AVE S,3RD AVE S,2, , ,100,30,E,N, , ,812.0,0,,OCCIDENTAL AVE S AND S HOLGATE ST,E,31346,3RD AVE S AND S HOLGATE ST,W,31347,1270690.40094599,217417.35816269, , , ,Industrial, ,0,0,0, ,1,812.262689017004
1605,20630,68,16420,0061,164200061,S LANDER ST BETWEEN 6TH PL S AND 7TH AVE S,S LANDER ST,S LANDER ST,6TH PL S,7TH AVE S,2, , ,600,30,E,N, , ,190.0,0,,6TH PL S AND S LANDER ST,E,31367,7TH AVE S AND S LANDER ST,W,166679,1272311.37617965,215063.66696028, , , ,Industrial, ,0,0,0, ,1,166.147704618363
1606,20623,68,16420,0010,164200010,S LANDER ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,S LANDER ST,S LANDER ST,1ST AVE S,OCCIDENTAL AVE S,2, , ,100,30,E,N, , ,230.0,0,,1ST AVE S AND S LANDER ST,E,31372,OCCIDENTAL AVE S AND S LANDER ST,W,31371,1270123.9027694,215108.10792032, , , ,Industrial, ,0,0,0, ,1,229.908200671183
1607,20627,68,16420,0047,164200047,S LANDER ST BETWEEN 5TH AVE S AND 5TH PL S,S LANDER ST,S LANDER ST,5TH AVE S,5TH PL S,2, , ,400,30,E,N, , ,190.0,0,,5TH AVE S AND S LANDER ST,E,31391,5TH PL S AND S LANDER ST,W,31389,1271753.41790707,215075.0994083, , , ,Industrial, ,0,0,2, ,1,190.072750097712
1608,20624,68,16420,0015,164200015,S LANDER ST BETWEEN OCCIDENTAL AVE S AND 3RD AVE S,S LANDER ST,S LANDER ST,OCCIDENTAL AVE S,3RD AVE S,2, , ,100,30,E,N, , ,810.0,0,,OCCIDENTAL AVE S AND S LANDER ST,E,31371,3RD AVE S AND S LANDER ST,W,31370,1270643.64894594,215097.87393631, , , ,Industrial, ,0,0,0, ,1,809.809305747542
1609,20631,68,16420,0071,164200071,S LANDER ST BETWEEN 7TH PL S AND 8TH W AVE S,S LANDER ST,S LANDER ST,7TH PL S,8TH W AVE S,2, , ,700,30,E,N, , ,40.0,0,,7TH PL S AND S LANDER ST,E,31392,8TH AVE S AND S LANDER W ST,W,31366,1272628.34155597,215057.78689627, , , ,Industrial, ,0,0,0, ,1,39.9240710743221
1610,166681,68,16420,0070,164200070,S LANDER ST BETWEEN 7TH AVE S AND 7TH PL S,S LANDER ST,S LANDER ST,7TH AVE S,7TH PL S,2, , ,700,30,E,N, , ,190.0,0,,7TH AVE S AND S LANDER ST,E,166679,7TH PL S AND S LANDER ST,W,31392,1272501.40446784,215059.90644828, , , ,Industrial, ,0,0,0, ,1,213.985815294353
1611,20628,68,16420,0050,164200050,S LANDER ST BETWEEN 5TH PL S AND 6TH AVE S,S LANDER ST,S LANDER ST,5TH PL S,6TH AVE S,2, , ,500,30,E,N, , ,190.0,0,,5TH PL S AND S LANDER ST,E,31389,6TH AVE S AND S LANDER ST,W,31368,1271943.40369926,215071.39841628, , , ,Industrial, ,0,0,2, ,1,189.971025230363
1612,20626,68,16420,0040,164200040,S LANDER ST BETWEEN 4TH AVE S AND 5TH AVE S,S LANDER ST,S LANDER ST,4TH AVE S,5TH AVE S,2, , ,400,30,E,N, , ,380.0,0,,4TH AVE S AND S LANDER ST,E,31369,5TH AVE S AND S LANDER ST,W,31391,1271468.38878678,215080.6514083, , , ,Industrial, ,0,0,2, ,1,380.093621765148
1613,20625,68,16420,0030,164200030,S LANDER ST BETWEEN 3RD AVE S AND 4TH AVE S,S LANDER ST,S LANDER ST,3RD AVE S,4TH AVE S,2, , ,300,30,E,N, , ,230.0,0,,3RD AVE S AND S LANDER ST,E,31370,4TH AVE S AND S LANDER ST,W,31369,1271163.41496247,215086.6402723, , , ,Industrial, ,0,0,0, ,1,229.971589366191
1614,20629,68,16420,0060,164200060,S LANDER ST BETWEEN 6TH AVE S AND 6TH PL S,S LANDER ST,S LANDER ST,6TH AVE S,6TH PL S,2, , ,600,30,E,N, , ,190.0,0,,6TH AVE S AND S LANDER ST,E,31368,6TH PL S AND S LANDER ST,W,31367,1272133.34853145,215067.59899229, , , ,Industrial, ,0,0,0, ,1,189.994682515856
1615,20633,68,16420,0081,164200081,S LANDER ST BETWEEN 8TH E AVE S AND AIRPORT N WAY S,S LANDER ST,S LANDER ST,8TH E AVE S,AIRPORT N WAY S,2, , ,800,30,E,N, , ,370.0,0,,8TH E AVE S AND S LANDER N ST,E,31297,AIRPORT WAY S AND S LANDER N ST,W,31299,1272983.39256433,215051.16481626, , , ,Industrial, ,0,0,0, ,1,369.859094901304
1616,20632,68,16420,0080,164200080,S LANDER ST BETWEEN 8TH W AVE S AND 8TH E AVE S,S LANDER ST,S LANDER ST,8TH W AVE S,8TH E AVE S,2, , ,800,30,E,N, , ,150.0,0,,8TH AVE S AND S LANDER W ST,E,31366,8TH E AVE S AND S LANDER N ST,W,31297,1272723.40395607,215056.33153628, , , ,Industrial, ,0,0,0, ,1,150.223238849056
1617,493234,68,17912,0120,179120120,SW KLICKITAT NR WAY BETWEEN SW SPOKANE SR ST AND SW SPOKANE NR ST,KLICKITAT AVE SW,SW KLICKITAT NR WAY,SW SPOKANE SR ST,SW SPOKANE NR ST,3, , ,1200,30,NW,Y,NW,F,167.0,0,,SW KLICKITAT NR WAY AND SW SPOKANE SR ST,NW,493206,SW KLICKITAT NR WAY AND SW SPOKANE NR ST,SE,32218,1265636.5142208,212217.56993337, , , ,Industrial, ,0,0,0, ,3,167.399469615286
1618,2320,68,00695,0240,006950240,16TH AVE SW BETWEEN SW FLORIDA ST AND SW LANDER ST,16TH AVE SW,16TH AVE SW,SW FLORIDA ST,SW LANDER ST,3, , ,2400,30,S,N, , ,1424.0,0,,16TH AVE SW AND SW FLORIDA ST,S,31188,16TH AVE SW AND SW LANDER ST,N,31190,1264977.87249213,215913.86241715, , , ,Industrial, ,0,0,3, ,3,1424.02462967324
1619,503975,68,07987,0340,079870340,KLICKITAT WR AVE SW BETWEEN 16TH AVE SW AND 16TH WR AVE SW,KLICKITAT AVE SW,KLICKITAT WR AVE SW,16TH AVE SW,16TH WR AVE SW,3, , ,3400,30,SE,Y,SE,F,767.0,0,,16TH AVE SW AND KLICKITAT ER AVE SW,SE,32200,16TH WR AVE SW AND KLICKITAT WR AVE SW,NW,503950,1265037.0337082,212880.97575805, , , , , ,0,0,3, ,3,767.408674757329
1620,22179,68,17690,0110,176900110,SW FLORIDA ST BETWEEN 11TH AVE SW AND 13TH AVE SW,SW FLORIDA ST,SW FLORIDA ST,11TH AVE SW,13TH AVE SW,0, , ,1100,0,W,N, , ,366.0,0,,11TH AVE SW AND SW FLORIDA ST,W,31224,13TH AVE SW AND SW FLORIDA ST,E,31225,1265774.23748495,216855.32091412, , , ,Industrial, ,0,0,0, ,3,365.844074963032
1621,22522,68,07987,0344,079870344,KLICKITAT WR AVE SW BETWEEN 16TH WR AVE SW AND SW SPOKANE NR ST,KLICKITAT AVE SW,KLICKITAT WR AVE SW,16TH WR AVE SW,SW SPOKANE NR ST,3, , ,3400,30,SE,Y,SE,F,450.0,0,,16TH WR AVE SW AND KLICKITAT WR AVE SW,SE,503950,SW KLICKITAT NR WAY AND SW SPOKANE NR ST,NW,32218,1265413.58046058,212428.83802958, , , , , ,0,0,3, ,3,450.254293683901
1622,2321,68,00695,0270,006950270,16TH AVE SW BETWEEN SW LANDER ST AND KLICKITAT ER AVE SW,16TH AVE SW,16TH AVE SW,SW LANDER ST,KLICKITAT ER AVE SW,3, , ,2700,30,S,N, , ,1957.0,0,,16TH AVE SW AND SW LANDER ST,S,31190,16TH AVE SW AND KLICKITAT ER AVE SW,N,32200,1264946.8526521,214231.67988743, , , ,Industrial, ,0,0,3, ,3,1957.0526229984
1623,22180,68,17690,0130,176900130,SW FLORIDA ST BETWEEN 13TH AVE SW AND 16TH AVE SW,SW FLORIDA ST,SW FLORIDA ST,13TH AVE SW,16TH AVE SW,3, , ,1300,0,W,N, , ,577.0,0,,13TH AVE SW AND SW FLORIDA ST,W,31225,16TH AVE SW AND SW FLORIDA ST,E,31188,1265326.9614525,216762.53813002, , , ,Industrial, ,0,0,0, ,3,577.364648121698
1624,587688,68,17912,0114,179120114,SW KLICKITAT NR WAY BETWEEN SW KLICKITAT NR WY TURN RD AND SW SPOKANE SR ST,SW KLICKITAT WAY,SW KLICKITAT NR WAY,SW KLICKITAT NR WY TURN RD,SW SPOKANE SR ST,3, , ,1100,30,W,Y,W,F,135.0,0,,SW KLICKITAT NR WAY AND SW KLICKITAT NR WY TURN RD,W,587685,SW KLICKITAT NR WAY AND SW SPOKANE SR ST,E,493206,1265755.66743693,212124.28794926, , , ,Industrial, ,0,0,0, ,3,135.271679076848
1625,2157,68,00565,0430,005650430,15TH AVE S BETWEEN S NEVADA ST AND S COLUMBIAN S WAY,15TH AVE S,15TH AVE S,S NEVADA ST,S COLUMBIAN S WAY,1, , ,4300,30,S,N, , ,361.0,0,,15TH AVE S AND S NEVADA ST,S,32298,15TH AVE S AND S COLUMBIAN S WAY,N,32300,1275013.00671041,209545.72109863, , , ,Regional, ,0,0,2, ,2,361.169326861493
1626,19698,68,15620,0175,156200175,S COLUMBIAN WAY BETWEEN S ANGELINE W ST AND COLUMBIA DR S,S COLUMBIAN WAY,S COLUMBIAN WAY,S ANGELINE W ST,COLUMBIA DR S,1, , ,1700,30,SE,N, , ,641.0,0,,S ANGELINE ST AND S COLUMBIAN W WAY,SE,33307,COLUMBIA DR S AND S COLUMBIAN WAY,NW,33305,1276656.9273521,207839.05959289, , , ,Regional, ,0,0,2, ,2,640.644999073884
1627,2155,68,00565,0390,005650390,15TH AVE S BETWEEN S BRADFORD ST AND S DAKOTA ST,15TH AVE S,15TH AVE S,S BRADFORD ST,S DAKOTA ST,1, , ,3900,30,S,N, , ,639.0,0,,15TH AVE S AND S BRADFORD ST,S,32274,15TH AVE S AND S DAKOTA ST,N,32287,1275047.26936644,210746.47015587, , , ,Regional, ,0,0,2, ,2,639.175618969664
1628,19690,68,15620,0140,156200140,S COLUMBIAN WAY BETWEEN 14TH AVE S AND S SPOKANE ST,S COLUMBIAN WAY,S COLUMBIAN WAY,14TH AVE S,S SPOKANE ST,1, , ,1400,30,S,N, , ,201.0,0,,14TH AVE S AND S COLUMBIAN WAY,S,32244,S COLUMBIAN WAY AND S SPOKANE ST,N,32247,1274777.94354217,212126.64449327, , , ,Regional, ,0,0,3, ,2,201.377227394413
1629,19691,68,15620,0145,156200145,S COLUMBIAN WAY BETWEEN S SPOKANE ST AND 15TH AVS TURN RD,S COLUMBIAN WAY,S COLUMBIAN WAY,S SPOKANE ST,15TH AVS TURN RD,1, , ,1400,30,S,N, , ,669.0,0,,S COLUMBIAN WAY AND S SPOKANE ST,S,32247,15TH AVS TURN RD AND S COLUMBIAN WAY,N,32271,1274893.94552629,211707.43898885, , , ,Regional, ,0,0,3, ,2,668.620363493914
1630,2154,68,00565,0388,005650388,15TH AVE S BETWEEN S COLUMBIAN N WAY AND S BRADFORD ST,15TH AVE S,15TH AVE S,S COLUMBIAN N WAY,S BRADFORD ST,2, , ,3800,30,S,N, , ,62.0,0,,15TH AVE S AND S COLUMBIAN N WAY,S,32262,15TH AVE S AND S BRADFORD ST,N,32274,1275057.35659845,211097.08417222, , , ,Commercial, ,0,0,3, ,2,62.4401941797336
1631,19703,68,15620,0245,156200245,S COLUMBIAN WAY BETWEEN S AMERICUS ST AND S ALASKA ST,S COLUMBIAN WAY,S COLUMBIAN WAY,S AMERICUS ST,S ALASKA ST,1, , ,2400,30,NE,N, , ,1080.0,0,,S AMERICUS ST AND S COLUMBIAN WAY,NE,33197,S ALASKA ST AND S COLUMBIAN WAY,SW,32498,1278485.00076197,208130.62957718, , , ,Regional, ,0,0,2, ,2,1079.66963202632
1632,19694,68,15620,0152,156200152,S COLUMBIAN WAY BETWEEN S OREGON W ST AND 16TH AVE S,S COLUMBIAN WAY,S COLUMBIAN WAY,S OREGON W ST,16TH AVE S,1, , ,1500,30,SE,N, , ,128.0,0,,S COLUMBIAN WAY AND S OREGON W ST,SE,32320,16TH AVE S AND S COLUMBIAN WAY,NW,32546,1275146.04050255,209012.54932208, , , ,Mixed, ,0,0,2, ,2,128.19223600476
1633,2156,68,00565,0410,005650410,15TH AVE S BETWEEN S DAKOTA ST AND S NEVADA ST,15TH AVE S,15TH AVE S,S DAKOTA ST,S NEVADA ST,1, , ,4100,30,S,N, , ,701.0,0,,15TH AVE S AND S DAKOTA ST,S,32287,15TH AVE S AND S NEVADA ST,N,32298,1275028.11423042,210076.62669918, , , ,Regional, ,0,0,2, ,2,701.072258146847
1634,19692,68,15620,0148,156200148,S COLUMBIAN WAY BETWEEN 15TH AVS TURN RD AND 15TH N AVE S,S COLUMBIAN WAY,S COLUMBIAN WAY,15TH AVS TURN RD,15TH N AVE S,1, , ,1400,30,S,N, , ,268.0,0,,15TH AVS TURN RD AND S COLUMBIAN WAY,S,32271,15TH AVE S AND S COLUMBIAN N WAY,N,32262,1275020.98987842,211256.61658838, , , ,Regional, ,0,0,3, ,2,268.203279649057
1635,19292,68,15250,0270,152500270,S ALASKA ST BETWEEN S COLUMBIAN WAY AND S ALASKA PL,S ALASKA ST,S ALASKA ST,S COLUMBIAN WAY,S ALASKA PL,1, , ,2700,30,SE,N, , ,622.0,0,,S ALASKA ST AND S COLUMBIAN WAY,SE,32498,S ALASKA PL AND S ALASKA ST,NW,32501,1279275.97842677,208177.62868123, , , ,Regional, ,0,0,2, ,2,622.480028659528
1636,19702,68,15620,0241,156200241,S COLUMBIAN WAY BETWEEN S ANGELINE E ST AND S AMERICUS ST,S COLUMBIAN WAY,S COLUMBIAN WAY,S ANGELINE E ST,S AMERICUS ST,1, , ,2400,30,NE,N, , ,361.0,0,,S ANGELINE ST AND S COLUMBIAN E WAY,NE,33199,S AMERICUS ST AND S COLUMBIAN WAY,SW,33197,1277854.51071332,207803.23373684, , , ,Regional, ,0,0,2, ,2,360.629647308273
1637,19699,68,15620,0200,156200200,S COLUMBIAN WAY BETWEEN COLUMBIA DR S AND BEACON WR AVE S,S COLUMBIAN WAY,S COLUMBIAN WAY,COLUMBIA DR S,BEACON WR AVE S,1, , ,2000,30,SE,N, , ,240.0,0,,COLUMBIA DR S AND S COLUMBIAN WAY,SE,33305,BEACON WR AVE S AND S COLUMBIAN WAY,NW,33314,1277048.1188405,207640.74855268, , , ,Mixed, ,0,0,2, ,2,239.553412481839
1638,166998,68,15620,0229,156200229,S COLUMBIAN WAY BETWEEN BEACON WR AVE S AND BEACON ER AVE S,S COLUMBIAN WAY,S COLUMBIAN WAY,BEACON WR AVE S,BEACON ER AVE S,1, , ,2200,30,E,N, , ,67.0,0,,BEACON WR AVE S AND S COLUMBIAN WAY,E,33314,BEACON ER AVE S AND S COLUMBIAN WAY,W,166923,1277192.13164064,207605.57991265, , , ,Mixed, ,0,0,2, ,2,67.3728548456181
1639,19302,68,15250,0284,152500284,S ALASKA ST BETWEEN S ALASKA PL AND MCCOY PL S,S ALASKA ST,S ALASKA ST,S ALASKA PL,MCCOY PL S,1, , ,2800,30,E,N, , ,205.0,0,,S ALASKA PL AND S ALASKA ST,E,32501,MCCOY PL S AND S ALASKA ST,W,32502,1279638.48581915,208006.66637705, , , ,Regional, ,0,0,2, ,2,204.742725886984
1640,19701,68,15620,0240,156200240,S COLUMBIAN WAY BETWEEN 24TH AVE S AND S ANGELINE E ST,S COLUMBIAN WAY,S COLUMBIAN WAY,24TH AVE S,S ANGELINE E ST,1, , ,2400,30,E,N, , ,158.0,0,,24TH AVE S AND S COLUMBIAN WAY,E,33303,S ANGELINE ST AND S COLUMBIAN E WAY,W,33199,1277616.93215308,207699.89984874, , , ,Regional, ,0,0,2, ,2,157.998903077027
1641,19700,68,15620,0230,156200230,S COLUMBIAN WAY BETWEEN BEACON ER AVE S AND 24TH AVE S,S COLUMBIAN WAY,S COLUMBIAN WAY,BEACON ER AVE S,24TH AVE S,1, , ,2300,30,E,N, , ,323.0,0,,BEACON ER AVE S AND S COLUMBIAN WAY,E,166923,24TH AVE S AND S COLUMBIAN WAY,W,33303,1277384.22373684,207639.45332068, , , ,Mixed, ,0,0,2, ,2,323.059785573171
