OBJECTID,UNIT_ID,UNIT_NAME,Polygon_ID,Polygon_ID_Alt_C,Mtrx_Conservation_Score,Mtrx_Consump_Use_Score,Mtrx_Signal,RAC_Hydro_Final_Rating,RAC_Veg_Category,RAC_Calc_Adjac,RAC_Model_Recommend,RAC_Edge_Desig,No_Action_Recommend,Alternative_B_Recommend,Mtrx_Recommnd,Poly_DESG,Polygon_ID_Alt_A,Polygon_ID_Alt_B,Polygon_ID_Alt_D,Contig_WSA,VRM_CLASS,OWNER_TYPE,FEDERAL_STATUS,JURIS_NAME,JURIS_SOURCE,SMA_ID,HOLD_ID,BLM_ORG_CD,DIST_NAME,RA_NAME,AUTH_NAME,ISLAND_NAME,Property_Status_1,GIS_Acres_VRM_Class,AltA_VRM,AltB_VRM,AltC_VRM,AltD_VRM,P_ALT_VRM,SHAPE_Length,SHAPE_Area
13313,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,574.272286869149,IV,II,IV,IV,IV,6631.61018428149,2323997.49232275
13314,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,497.779797670556,IV,II,IV,IV,IV,6869.89975205158,-2014448.8661448
13315,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,UND, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,392.018773034482,IV,II,IV,IV,IV,6226.33124023682,1586443.68935596
13316,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,14.9246857895453,IV,II,IV,IV,IV,1023.13030938293,60398.0605397234
13317,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,84.8065506627551,IV,II,IV,IV,IV,2689.49527854245,343199.934211162
13318,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,III,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,490.432921032595,III,II,III,III,III,5829.76889784612,1984711.61623715
13319,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,III,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,64.7703400069618,III,II,III,III,III,2371.44042297715,262116.266438205
13320,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,III,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,150.675046951559,III,II,III,III,III,3768.55070979124,609760.281451338
13321,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,III,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,7.91722391262647,III,II,III,III,III,839.320104471604,32039.8684383913
13322,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,III,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,22.6420175397758,III,II,III,III,III,1810.60520771769,91628.9940969351
13323,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,III,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,258.270379222297,III,II,III,III,III,4471.92423752747,1045183.14287144
13324,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,III,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,1.36642541256387,III,II,III,III,III,626.990844090454,-5530.50521256936
13325,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,III,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,311.761819992138,III,II,III,III,III,5416.87955591556,-1261656.45583828
13326,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,199.598103348987,IV,II,IV,IV,IV,4823.85432857878,807744.866436708
13327,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,517.113292117848,IV,II,IV,IV,IV,6417.39638130719,2092683.24731552
13328,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.970137876867,IV,II,IV,IV,IV,6435.90041789013,2585820.40618881
13329,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,454.590180214935,IV,II,IV,IV,IV,5789.2492139608,-1839667.93486936
13330,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,460.168080371057,IV,II,IV,IV,IV,5474.47338778322,-1862237.04372222
13331,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,288.999191265916,IV,II,IV,IV,IV,5530.67049705679,1169538.23324288
13332,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,537.90399895959,IV,II,IV,IV,IV,5981.81148194163,-2176824.25235851
13333,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,638.585460684015,IV,II,IV,IV,IV,6430.25947954111,2584263.67282037
13334,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,94.4135875101994,IV,II,IV,IV,IV,2855.18024324465,-382079.734169078
13335,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,268.499270389189,IV,II,IV,IV,IV,4369.0715311218,-1086583.57762362
13336,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,205.97258561271,IV,II,IV,IV,IV,4240.12718745564,-833542.120393111
13337,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,514.186379703329,IV,II,IV,IV,IV,6406.87283352754,2080838.45301302
13338,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,642.997099086171,IV,II,IV,IV,IV,6448.20922080665,2602116.94002144
13339,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,477.384445417578,IV,II,IV,IV,IV,6419.07777767386,1931906.30889199
13340,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,399.646883409702,IV,II,IV,IV,IV,5621.62536283915,1617313.5568187
13341,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,158.008355332278,IV,II,IV,IV,IV,4101.61666455568,639437.127569289
13342,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,40.1308653451226,IV,II,IV,IV,IV,1611.98560900001,162403.850158379
13343,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,585.896190010208,IV,II,IV,IV,IV,6356.99877839817,2371037.7594025
13344,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,123.433178533115,IV,II,IV,IV,IV,4235.39418422989,-499520.283332444
13345,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,223.538610792622,IV,II,IV,IV,IV,5383.15017402132,904628.662740498
13346,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,645.934029275336,IV,II,IV,IV,IV,6460.97919210461,2614002.2748196
13347,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,579.176089233356,IV,II,IV,IV,IV,6427.64265726872,2343842.47641452
13348,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,39.8172608670202,IV,II,IV,IV,IV,1605.67558975054,161134.737862077
13349,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,233.263123397788,IV,II,IV,IV,IV,4741.55605921656,-943986.909836395
13350,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,157.452801746341,IV,II,IV,IV,IV,3319.43626145591,-637191.428499729
13351,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,354.683514542376,IV,II,IV,IV,IV,4800.46656700799,1435353.25874522
13352,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,89.1928492765461,IV,II,IV,IV,IV,3804.77061010831,360950.654926946
13353,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,219.307809458617,IV,II,IV,IV,IV,4371.94158093563,887507.217190078
13354,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,82.5214459193981,IV,II,IV,IV,IV,5321.78093077518,-333962.513203007
13355,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,579.387885923934,IV,II,IV,IV,IV,6127.54512264042,-2344705.4322975
13356,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,644.920246957599,IV,II,IV,IV,IV,6465.89597900194,2609899.64333615
13357,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,586.960416269435,IV,II,IV,IV,IV,6266.69133098304,2375344.53027454
13358,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,316.593853142661,IV,II,IV,IV,IV,4811.08788669379,1281209.86788274
13359,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,517.419917205319,IV,II,IV,IV,IV,6421.87885827684,2093924.11502002
13360,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,161.629857958821,IV,II,IV,IV,IV,4050.68127449,654092.828732253
13361,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,28.169949350972,IV,II,IV,IV,IV,1535.34262808365,-114000.764277047
13362,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,332.355358608046,IV,II,IV,IV,IV,4833.48145641434,-1345010.75338121
13363,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,288.413558275246,IV,II,IV,IV,IV,5592.66640767075,-1167172.86336316
13364,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,170.689636747387,IV,II,IV,IV,IV,4192.02808032289,-690762.528356041
13365,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,640.57806504482,IV,II,IV,IV,IV,6440.29946578931,2592327.45657519
13366,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,429.465962868586,IV,II,IV,IV,IV,7876.28233984363,-1737987.56677589
13367,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,117.324541407313,IV,II,IV,IV,IV,3836.82819550172,-474795.78360299
13368,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,634.520204663375,IV,II,IV,IV,IV,6318.23642455944,2567812.16538454
13369,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,36.8842282174988,IV,II,IV,IV,IV,2010.04039941145,-149267.878821086
13370,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,338.212102433599,IV,II,IV,IV,IV,6453.6223624709,-1368701.25152728
13371,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,4.30316340567813,IV,II,IV,IV,IV,676.317031156714,17414.2844649052
13372,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,597.066327761878,IV,II,IV,IV,IV,7546.64451666339,2416241.70310194
13373,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,39.8371136011927,IV,II,IV,IV,IV,1606.18412867786,161215.079026865
13374,OR-034-096,Spring Mountain,Spring Mountain,Spring Mountain,11.5,17.1,Strong,2,II,III,2,Not Considered,1.0,1,2,WIU,Spring Mountain,Spring Mountain,Spring Mountain,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,19.4004442834233,IV,II,IV,IV,IV,1325.79115716635,78510.8125457849
13375,OR-034-107,Selle Gap,Selle Gap,Selle Gap,18.4,24.0,Divergent,ND,II,II,2,Not Considered,1.0,1,2,WIU,Selle Gap,Selle Gap,Selle Gap,No,II,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0056456120284903,II,II,II,II,II,24.9391412914038,22.8469812958747
13376,OR-034-107,Selle Gap,Selle Gap,Selle Gap,18.4,24.0,Divergent,ND,II,II,2,Not Considered,1.0,1,2,WIU,Selle Gap,Selle Gap,Selle Gap,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,4.45648685463432,II,II,II,II,II,720.00728391973,18034.7624490181
13377,OR-034-107,Selle Gap,Selle Gap,Selle Gap,18.4,24.0,Divergent,ND,II,II,2,Not Considered,1.0,1,2,WIU,Selle Gap,Selle Gap,Selle Gap,No,II,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,272.510368830481,II,II,II,II,II,4368.19063386701,1102810.33627223
13378,OR-034-107,Selle Gap,Selle Gap,Selle Gap,18.4,24.0,Divergent,ND,II,II,2,Not Considered,1.0,1,2,WIU,Selle Gap,Selle Gap,Selle Gap,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,220.320782528256,II,II,II,II,II,4271.28005409183,891606.573762667
13379,OR-034-107,Selle Gap,Selle Gap,Selle Gap,18.4,24.0,Divergent,ND,II,II,2,Not Considered,1.0,1,2,WIU,Selle Gap,Selle Gap,Selle Gap,No,II,1,PD,WDL VALE RECL PROJ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,364.211258402412,II,II,II,II,II,7480.08550556068,1473910.67017619
13380,OR-034-107,Selle Gap,Selle Gap,Selle Gap,18.4,24.0,Divergent,ND,II,II,2,Not Considered,1.0,1,2,WIU,Selle Gap,Selle Gap,Selle Gap,No,II,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,92.1339134370302,II,II,II,II,II,3498.21472861316,372852.719313491
13381,OR-034-107,Selle Gap,Selle Gap,Selle Gap,18.4,24.0,Divergent,ND,II,II,2,Not Considered,1.0,1,2,WIU,Selle Gap,Selle Gap,Selle Gap,No,II,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,117.451780914926,II,II,II,II,II,3427.98815581563,475310.493917886
13382,OR-034-107,Selle Gap,Selle Gap,Selle Gap,18.4,24.0,Divergent,ND,II,II,2,Not Considered,1.0,1,2,WIU,Selle Gap,Selle Gap,Selle Gap,No,II,1,UND, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,232.364818166254,II,II,II,II,II,4576.11156102647,940347.056735912
13383,OR-034-107,Selle Gap,Selle Gap,Selle Gap,18.4,24.0,Divergent,ND,II,II,2,Not Considered,1.0,1,2,WIU,Selle Gap,Selle Gap,Selle Gap,No,II,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,18.6015650690479,II,II,II,II,II,2033.75442986882,75277.8630663678
13384,OR-034-107,Selle Gap,Selle Gap,Selle Gap,18.4,24.0,Divergent,ND,II,II,2,Not Considered,1.0,1,2,WIU,Selle Gap,Selle Gap,Selle Gap,No,II,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,550.742700365819,II,II,II,II,II,5756.83188496497,2228776.63406534
13385,OR-034-107,Selle Gap,Selle Gap,Selle Gap,18.4,24.0,Divergent,ND,II,II,2,Not Considered,1.0,1,2,WIU,Selle Gap,Selle Gap,Selle Gap,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,220.317978767267,II,II,II,II,II,4368.26083280162,891595.227344503
13386,OR-034-107,Selle Gap,Selle Gap,Selle Gap,18.4,24.0,Divergent,ND,II,II,2,Not Considered,1.0,1,2,WIU,Selle Gap,Selle Gap,Selle Gap,No,III,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,361.759251149636,III,II,III,III,III,4782.85923010049,1463987.74887752
