ETC_ID,Q1A_Qual_of_services_in_city,Q1B_Appearance_of_city,Q1C_Image_of_city,Q1D_Planning_for_growth,Q1E_Quality_of_life,Q1F_Feeling_of_safety,Q1G_Efforts_to_promote_diversity,Q1H_Promotion_of_inclusiveness,Q1I_Direction_of_city,Q1J_Leadership_of_officials,Q1K_Public_involvement,Q1L_Ethical_conduct_of_employees,Q1M_Sustainability_programs,Q1N_Informed_about_budget,Q1O_Opport_to_express_ideas,Q2_Usage_of_city_services_facilities,Q2_2nd,Q2_3rd,Q2_4th,Q2_5th,Q2_6th,Q2_7th,Q2_8th,Q2_9th,Q2_10th,Q2_11th,Q2_12th,Q3A_Condition_of_streets,Q3B_Condition_of_sidewalks,Q3C_Maint_of_private_property,Q3D_Condition_of_alley,Q3E_Feeling_of_safety,Q3F_Quality_of_neigh_park,Q3G_Adequacy_of_lighting,Q4_Services_should_emphasize,Q4_2nd,Q5_Overall_neighborhood,Q6_Most_important_public_safety_concern,Q7A_Qual_of_large_parks,Q7B_Qual_of_city_rec_centers,Q7C_Qual_of_city_swim_pools,Q7D_Qual_of_athletic_fields,Q7E_Qual_of_youth_rec,Q7F_Qual_of_adult_rec,Q7G_Qual_of_golf_courses,Q7H_Qual_of_arts_cultural,Q7I_Library_programs,Q8_Programs_emphasize_most,Q8_2nd,Q9A_Library_services,Q9B_Condition_of_streets,Q9C_Clarity_of_street_signs,Q9D_Local_transit,Q9E_Mgmt_of_traffic_flow,Q9F_Walk_bike_paths,Q9G_Info_about_programs_events,Q9H_Enforce_prop_maint_codes,Q9I_Landscape_maintenance,Q9J_Appearance_of_resid_prop,Q9K_Appearance_of_comm_prop,Q9L_Cleanliness_of_streets,Q9M_Resid_trash_collection,Q9N_Recycling_services,Q9O_Bulky_item_pickup,Q9P_Water_service,Q9Q_Local_police_services,Q9R_Enforcement_of_traffic_laws,Q9S_Qual_of_local_fire_services,Q9T_Efforts_to_prevent_crime,Q9U_Qual_of_parks_rec,Q9V_Maint_of_city_parks,Q10_Services_emphasize_most,Q10_2nd,Q10_3rd,Q11_Social_human_services_used,Q11_2nd,Q11_3rd,Q11_4th,Q11_5th,Q11_6th,Q11_7th,Q11_8th,Q11_9th,Q12_Social_human_emphasize_most,Q12_2nd,Q12_3rd,Q13_How_get_info_about_Tempe,Q13_2nd,Q13_3rd,Q13_4th,Q13_5th,Q13_6th,Q13_7th,Q13_8th,Q13_9th,Q13_10th,Q13a_Prefer_to_get_info,Q13a_2nd,Q13a_3rd,Q14A_Contacted_Tempe_in_past_year,Q14B_Easy_to_contact,Q14C_Way_you_were_treated,Q14D_Accuracy_of_info_given,Q14E_How_quickly_staff_responded,Q14F_How_well_issue_handled,Q15_Overall_priorities,Q15_2nd,Q15_3rd,Q15_4th,Q16_One_improvement_in_neighborhood,Q17_One_problem_to_work_on,Q18A_How_long_in_Tempe,Q18B_Age,Q18C_Gender,Q18D_Used_public_transit,Q18E_Full_time_student,Q18F_Own_or_rent,Q18G_Have_an_alley,Q18H_Highest_level_of_educ,Q18I_Have_cable_television,Q18J_Internet_access,Q18K_Visited_downtown_Tempe,Q18L_Race_ethnicity,Q18L_2nd,Q18L__3rd,Q18L__4th,Q18L__Other,Q20_Zip,OBJECTID
702,5,3,3,9,4,4,5,9,9,9,4,9,4,9,9,2,3.0,5.0,11.0,,,,,,,,,5,5.0,4,4,3,3,5,E,F,4,DRUNK DRIVERS/SPEEDERS,4,9,9,9,9,9,9,4,9,I,A,9,4,4,5,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,R,K,G,99,,,,,,,,,3,9.0,6.0,5.0,8.0,,,,,,,,,2,8.0,5.0,1,5.0,5.0,3.0,5.0,3.0,2,8.0,,,ENFORCE TRAFFIC LAWS,TRANSIENTS GETTING BETTER,2,2,2,1,2,1,1,4,1,1,1,2,,,,,85281,700
703,4,4,5,3,4,4,9,3,9,3,4,4,4,2,3,1,2.0,5.0,8.0,11.0,12.0,,,,,,,5,5.0,5,5,4,5,4,Z,,4,RIF RAF,4,5,9,9,5,5,9,4,4,A,B,5,5,5,5,4,5,5,5,5,5,5,5,5,5,9,2,5,3,5,5,5,5,S,Q,V,99,,,,,,,,,9,3.0,2.0,2.0,4.0,10.0,,,,,,,,99,4.0,10.0,2,,,,,,11,12.0,,,REMOVE LIGHT AT RURAL/MCCLINTO,GANGS,5,4,1,1,2,1,2,2,1,1,1,2,,,,,85282,701
704,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3.0,5.0,12.0,,,,,,,,,4,4.0,4,9,4,4,4,E,A,4,BAD DRIVERS,4,9,9,9,9,9,9,4,9,A,H,9,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,1,4,4,4,4,R,E,I,99,,,,,,,,,99,,,3.0,4.0,7.0,8.0,9.0,,,,,,3,1.0,8.0,1,4.0,4.0,4.0,2.0,2.0,3,8.0,,,SAFER STREETS,TRAFFIC CONTROL,2,2,1,1,2,2,2,4,1,1,1,2,,,,,85281,702
705,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2.0,3.0,7.0,8.0,9.0,10.0,,,,,,5,5.0,5,5,5,5,5,F,G,5,TRANSPORTING OF ELDERLY,5,5,5,5,5,5,5,5,5,F,E,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,O,V,N,2,3.0,9.0,,,,,,,4,7.0,6.0,2.0,4.0,5.0,7.0,8.0,9.0,10.0,,,,99,,,1,5.0,5.0,5.0,5.0,5.0,1,10.0,,,,BETTER TRANSPORTATION ELDERLY,2,5,2,1,2,2,9,2,1,1,1,2,3.0,4.0,,,85283,703
706,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,,,4,4.0,4,3,4,4,3,G,D,4,STREET LIGHTING,4,9,9,9,9,9,9,9,4,I,E,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,S,Q,A,99,,,,,,,,,7,9.0,3.0,5.0,6.0,7.0,8.0,9.0,,,,,,8,6.0,9.0,1,4.0,4.0,4.0,4.0,4.0,1,11.0,,,MORE STREET LIGHTS,VACANT BUSINESS BUILDINGS,5,5,1,2,2,1,1,5,1,1,1,2,,,,,85282,704
707,9,5,5,9,5,5,9,9,9,9,9,9,4,9,9,1,3.0,5.0,9.0,,,,,,,,,5,5.0,5,5,5,5,5,Z,,5,PICK UP DOG FECES,5,9,9,9,9,9,9,5,5,Z,,5,5,5,9,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,E,,,99,,,,,,,,,99,,,1.0,2.0,4.0,7.0,9.0,,,,,,99,,,1,5.0,5.0,5.0,5.0,5.0,99,,,,,,2,4,2,2,2,2,9,4,1,9,1,2,,,,,85281,705
708,5,4,4,4,5,5,4,4,4,3,4,3,4,3,3,1,2.0,5.0,11.0,,,,,,,,,4,4.0,4,9,4,4,4,E,,4,SPEEDING ON LAKESHORE,5,5,5,5,5,9,9,9,9,Z,,4,4,4,4,4,4,5,3,2,3,4,4,5,5,5,5,4,4,4,4,5,4,Z,,,2,,,,,,,,,3,7.0,8.0,5.0,7.0,9.0,,,,,,,,5,9.0,7.0,2,,,,,,8,11.0,,,,ECONOMIC/BUSINESS DEVELOPMENT,5,5,2,2,2,1,2,4,1,1,1,2,,,,,85283,706
709,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,99,,,,,,,,,,,,4,4.0,3,1,4,4,9,C,D,3,STREET LIGHTING,5,4,3,4,4,3,3,3,4,Z,,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,9,4,4,4,4,4,H,J,M,2,,,,,,,,,2,3.0,9.0,4.0,5.0,7.0,9.0,,,,,,,99,,,1,5.0,5.0,3.0,4.0,4.0,2,6.0,,,CARPORTS FREE OFJUNK/TRASH,TRASH ON STREETS AND ALLEYS,5,7,1,2,2,1,1,2,2,2,1,2,,,,,85281,707
710,5,4,5,5,5,4,5,5,5,4,4,4,4,4,4,1,2.0,3.0,11.0,,,,,,,,,4,4.0,3,9,5,5,2,E,G,3,LIGHTING ON THE GREENBELT,5,5,5,5,5,5,5,5,5,E,F,5,3,5,4,3,3,5,4,4,3,5,5,5,5,5,5,5,5,5,4,5,5,Q,B,H,1,2.0,9.0,,,,,,,6,3.0,1.0,1.0,2.0,5.0,7.0,,,,,,,1,5.0,7.0,2,,,,,,1,8.0,,,MORE POLICE PATROL,MORE POLICE PROTECTION,5,5,2,2,2,1,2,4,1,1,1,2,,,,,85284,708
711,3,4,4,4,4,4,4,9,9,9,9,9,9,9,9,1,2.0,5.0,8.0,12.0,,,,,,,,4,4.0,1,2,4,3,4,C,F,1,,4,4,9,4,9,4,9,9,4,B,F,4,3,4,4,9,3,3,9,1,2,4,1,2,1,1,4,4,4,4,4,4,4,N,M,L,3,4.0,8.0,,,,,,,3,4.0,8.0,2.0,3.0,4.0,7.0,9.0,10.0,,,,,3,7.0,10.0,1,9.0,5.0,5.0,5.0,5.0,3,10.0,,,APPEARANCE OF THE NEIGHBORHOOD,SIDEWALK & STREET CLEANING,4,7,1,1,2,2,2,4,2,2,1,4,,,,,85281,709
712,4,5,5,4,4,4,3,9,4,3,3,3,4,3,3,2,3.0,5.0,6.0,8.0,10.0,,,,,,,4,4.0,4,3,4,5,4,F,G,5,ROOF RATS,4,4,4,4,4,4,4,4,2,I,E,2,4,4,4,3,5,4,4,4,4,4,4,4,4,4,5,3,3,9,4,5,4,A,V,H,99,,,,,,,,,99,,,2.0,5.0,,,,,,,,,2,3.0,5.0,2,,,,,,4,11.0,,,TRAIL CONNECTIONS BIKE USE,ECONOMIC DEVELOPMENT,5,5,1,1,2,2,9,5,1,9,1,3,,,,,85283,710
713,4,4,5,5,4,5,3,3,4,4,3,3,5,3,3,1,2.0,3.0,5.0,9.0,11.0,12.0,,,,,,4,4.0,3,1,4,3,1,Z,,9,,4,4,2,3,9,9,9,3,3,C,E,4,4,3,4,4,4,5,4,4,3,3,4,5,5,5,5,4,3,5,1,1,1,Q,E,F,99,,,,,,,,,6,3.0,7.0,2.0,5.0,8.0,9.0,10.0,,,,,,6,10.0,2.0,2,,,,,,1,4.0,,,ALLEY CLEANUP,LACK OF ADEQUATE HUMAN SERVICE,5,5,2,1,2,2,1,4,1,1,1,2,,,,,85282,711
713,4,4,4,2,4,5,5,3,3,9,9,3,4,5,5,1,2.0,3.0,5.0,9.0,10.0,11.0,,,,,,5,5.0,5,9,5,4,4,Z,,5,POLICE PROTECTION,5,9,9,9,9,4,9,4,4,I,,5,5,5,9,3,3,4,4,4,4,3,3,5,5,5,5,5,4,5,5,3,4,K,I,,99,,,,,,,,,3,,,1.0,8.0,,,,,,,,,1,8.0,,2,,,,,,3,4.0,,,STREET MAINTENANCE,,4,4,2,1,2,2,2,4,1,1,1,5,,,,,85283,712
714,4,4,3,2,3,1,3,3,3,3,3,2,3,2,2,1,2.0,3.0,,,,,,,,,,2,2.0,3,3,1,3,3,E,B,5,FEELING OF BEING SAFE,4,4,4,4,4,4,4,4,4,I,C,4,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,1,4,4,T,R,E,99,,,,,,,,,99,,,7.0,9.0,,,,,,,,,7,9.0,10.0,1,3.0,3.0,3.0,3.0,3.0,4,8.0,,,,,5,5,1,2,2,2,2,5,1,1,1,4,,,,,85284,713
715,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,,,,,,,,,,,,2,4.0,4,2,3,3,4,Z,,9,,9,9,9,9,9,9,9,9,9,Z,,4,2,2,3,4,2,3,4,2,2,4,2,4,4,4,4,3,3,3,3,4,4,Z,,,99,,,,,,,,,99,,,1.0,5.0,7.0,,,,,,,,5,7.0,1.0,1,1.0,3.0,3.0,4.0,4.0,2,5.0,,,REMOVE STRAY CATS,REMOVE STRAY CATS,4,4,1,2,2,2,1,2,1,1,1,2,,,,,85282,714
716,3,3,4,9,4,3,9,9,9,3,3,3,3,2,2,1,2.0,3.0,4.0,5.0,6.0,9.0,11.0,12.0,,,,4,4.0,3,9,4,3,4,C,F,4,VACANT SHOPPING CENTERS,5,9,9,4,9,9,3,3,9,E,I,3,5,4,3,3,4,3,9,4,4,3,3,3,3,9,4,9,9,5,9,9,3,J,T,K,99,,,,,,,,,6,9.0,3.0,3.0,5.0,10.0,,,,,,,,6,3.0,8.0,2,,,,,,1,10.0,,,INCREASE SOCIAL SERVICES,APPEARANCE OF BUS PROPERTIES,2,2,2,1,1,2,2,2,2,1,1,2,,,,,85282,715
717,4,4,4,2,4,3,4,4,3,3,4,3,4,3,3,2,3.0,5.0,8.0,9.0,11.0,,,,,,,2,2.0,3,3,3,1,2,D,F,4,DANGEROUS STREET CURVES,5,4,3,3,3,3,3,3,3,Z,,3,4,4,4,3,4,3,3,4,3,2,3,4,4,2,3,4,2,4,4,4,2,V,N,F,99,,,,,,,,,99,,,1.0,5.0,7.0,8.0,9.0,,,,,,99,,,1,3.0,4.0,4.0,2.0,4.0,11,,,,PAVE N CAMPO ALLEGRE DR,ECONOMIC DVELOPMENT OUR DISTCT,5,6,1,1,2,1,9,5,1,1,1,2,,,,,85281,716
718,4,4,4,4,4,2,4,4,4,4,3,3,3,4,3,1,,,,,,,,,,,,3,3.0,3,3,4,4,4,A,C,4,,3,3,3,3,3,3,3,3,4,A,I,4,3,4,9,3,9,4,5,3,3,3,4,5,5,4,4,4,4,9,4,4,4,B,N,O,99,,,,,,,,,3,7.0,6.0,2.0,5.0,9.0,,,,,,,,9,2.0,3.0,2,,,,,,3,4.0,,,,,5,4,2,2,2,2,1,4,1,1,1,2,,,,,85282,717
719,4,4,4,4,4,4,4,4,9,9,9,9,5,4,9,1,2.0,8.0,,,,,,,,,,5,5.0,5,9,4,4,4,G,F,5,PESTS,4,4,9,9,4,9,9,4,4,Z,,4,4,4,9,2,4,4,4,2,3,3,4,4,4,5,2,9,9,9,9,4,4,E,U,J,9,,,,,,,,,9,3.0,4.0,,2.0,5.0,8.0,,,,,,,5,8.0,1.0,1,5.0,5.0,5.0,5.0,5.0,6,11.0,,,BETTER ACCESS TO SCHOOLS,SMALL BUSINESS OPPORTUNITIES,3,2,2,2,2,1,2,5,1,1,2,4,,,,,85284,718
721,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,2,3.0,4.0,5.0,8.0,10.0,11.0,12.0,,,,,5,5.0,4,9,4,4,5,F,,4,BIKE THEFT,5,4,3,5,4,4,9,4,9,E,F,9,4,4,5,4,5,4,3,4,4,4,4,4,5,4,4,5,4,9,4,5,4,Z,,,99,,,,,,,,,99,,,1.0,3.0,4.0,7.0,8.0,9.0,10.0,,,,7,3.0,9.0,1,5.0,5.0,5.0,5.0,5.0,7,8.0,,,,,2,2,1,1,1,2,2,5,1,1,1,1,,,,,85281,719
721,4,4,5,4,4,3,4,4,5,4,5,4,4,4,5,1,2.0,3.0,5.0,8.0,9.0,11.0,12.0,,,,,4,4.0,3,3,3,3,3,F,G,4,RESPONSIBLE INDIVIDUALS,5,4,9,9,9,9,9,3,3,H,I,3,3,3,4,4,3,3,9,3,3,2,3,3,4,4,3,3,9,9,3,4,4,F,A,K,99,,,,,,,,,7,3.0,2.0,3.0,4.0,5.0,6.0,8.0,,,,,,99,,,1,4.0,4.0,4.0,4.0,4.0,4,7.0,,,IMPROVE STREETS& BIKE PATHS,SCHOOL&PARK ADMIN WORK TOGETHR,3,4,2,1,2,2,2,4,1,1,1,2,,,,,85282,720
722,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2.0,3.0,4.0,5.0,7.0,8.0,9.0,10.0,11.0,,,4,4.0,4,3,4,4,3,G,D,4,,4,4,4,4,4,4,3,4,4,E,I,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,E,U,A,99,,,,,,,,,99,,,2.0,5.0,8.0,,,,,,,,6,3.0,8.0,1,4.0,4.0,4.0,4.0,4.0,4,7.0,,,,,5,3,1,1,2,2,1,4,1,1,1,2,,,,,85283,721
723,4,3,3,4,5,3,4,3,3,3,3,3,3,3,3,2,3.0,5.0,9.0,,,,,,,,,4,4.0,2,3,3,4,1,E,G,2,LIGHTING,4,3,3,3,3,4,3,4,3,H,E,3,4,4,4,4,4,3,3,3,2,3,2,3,2,3,3,4,4,5,3,4,4,L,F,Q,99,,,,,,,,,6,8.0,9.0,7.0,9.0,,,,,,,,,7,10.0,9.0,2,,,,,,3,6.0,,,IMPROVE STREET LIGHTING,NO PAN HANDLERS ON WILL AVE,2,2,2,1,2,2,2,4,1,1,1,2,,,,,85281,722
724,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2.0,5.0,6.0,9.0,11.0,12.0,,,,,,4,4.0,3,9,2,4,4,E,C,4,BURGLARIES,5,3,3,3,3,3,4,4,5,H,G,5,4,4,4,4,3,2,2,4,2,4,4,4,4,4,4,4,4,4,2,4,4,T,J,G,99,,,,,,,,,3,2.0,,5.0,7.0,9.0,,,,,,,,5,2.0,7.0,1,5.0,5.0,5.0,5.0,5.0,6,11.0,,,PREVENT BURGLARIES & CRIME,ECONOMIC/BUSINESS DEVELOPMENT,5,4,1,2,2,1,2,2,1,1,1,2,,,,,85283,723
725,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3.0,9.0,10.0,11.0,,,,,,,,5,5.0,5,9,5,5,5,G,A,5,,4,4,9,9,9,9,9,4,9,Z,,9,4,4,9,4,4,4,4,4,4,3,4,5,5,5,4,4,4,9,4,4,4,Q,S,T,99,,,,,,,,,3,4.0,9.0,5.0,9.0,10.0,,,,,,,,99,,,2,,,,,,8,12.0,,,,,3,4,1,2,2,1,2,5,1,1,1,2,,,,,85284,724
726,4,4,4,3,5,4,3,3,4,4,3,4,4,4,3,1,2.0,3.0,5.0,9.0,12.0,,,,,,,4,4.0,4,9,4,4,4,A,B,4,INCREASE IN ROBBERIES,4,9,9,9,9,9,9,4,4,H,I,4,4,5,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,T,F,,99,,,,,,,,,99,,,4.0,5.0,7.0,9.0,10.0,,,,,,5,4.0,9.0,1,5.0,5.0,5.0,5.0,5.0,4,8.0,,,,,4,4,2,1,2,1,2,4,1,1,1,5,,,,,85284,725
727,5,5,4,3,9,3,3,9,9,3,9,9,3,9,9,1,3.0,9.0,11.0,,,,,,,,,5,5.0,4,3,3,4,4,E,D,4,SAFETY,5,9,9,9,9,9,9,3,5,I,G,5,5,5,9,4,4,3,9,4,3,3,4,4,3,3,3,4,3,4,3,9,3,E,T,H,99,,,,,,,,,99,,,2.0,5.0,7.0,,,,,,,,6,7.0,5.0,1,5.0,4.0,4.0,4.0,4.0,8,11.0,,,EMPHASIZE CUSTOMER SERVICE,THEFT PREVENTION & SAFETY,3,4,2,2,2,1,2,5,2,1,1,2,,,,,85282,726
728,5,4,4,4,4,5,4,4,4,9,9,4,4,5,4,1,9.0,11.0,12.0,,,,,,,,,4,4.0,4,4,5,5,5,Z,,5,SPEEDING ON SIDE STREETS,5,5,9,5,9,9,9,9,5,Z,,5,4,4,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,Z,,,99,,,,,,,,,99,,,8.0,,,,,,,,,,8,,,2,,,,,,8,12.0,,,ADDITIONAL SPEED BUMPS,EDUCATION,5,4,2,1,2,1,1,5,2,1,1,2,5.0,,,,85283,727
729,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5.0,8.0,12.0,,,,,,,,,5,5.0,3,4,5,9,4,C,G,5,STREET LIGHTING,9,9,9,9,9,9,9,9,9,I,,4,5,4,5,4,9,5,9,5,4,5,9,5,5,4,5,4,4,4,4,4,4,N,M,Q,99,,,,,,,,,99,,,7.0,5.0,,,,,,,,,7,,,2,,,,,,6,9.0,,,,SAFETY,2,6,1,1,2,2,1,2,1,1,2,5,,,,,85281,728
730,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,1,2.0,8.0,,,,,,,,,,5,5.0,5,5,5,5,5,F,D,3,CRIME PREVENTION,5,5,9,5,9,5,9,5,5,B,A,5,4,5,9,5,9,5,5,5,4,4,4,5,5,5,5,5,5,5,5,9,5,D,J,H,99,,,,,,,,,99,,,1.0,4.0,5.0,7.0,8.0,9.0,,,,,1,5.0,9.0,2,,,,,,3,4.0,,,SPEED BUMPS,,5,6,1,2,2,2,1,3,1,1,1,5,,,,,85281,729
731,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2.0,3.0,7.0,12.0,,,,,,,,5,5.0,5,3,5,5,5,D,G,4,CRIME,5,5,5,5,5,5,5,5,5,A,I,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Q,E,F,2,3.0,4.0,,,,,,,9,3.0,4.0,1.0,2.0,5.0,7.0,8.0,9.0,,,,,9,7.0,8.0,2,,,,,,10,11.0,,,BACK ALLEYS CLEAN & SAFE,MORE ACTIVITIES FOR YOUTH,2,2,1,2,2,2,1,1,1,1,1,5,,,,,85283,730
732,4,4,4,4,3,3,3,4,4,3,4,4,3,3,3,3,,,,,,,,,,,,4,4.0,4,4,4,4,4,A,B,4,,4,3,4,3,9,9,9,9,5,B,D,5,4,4,4,4,3,3,3,4,4,4,4,5,5,5,5,5,3,5,5,5,4,F,G,H,2,,,,,,,,,2,,,7.0,,,,,,,,,,7,,,2,,,,,,7,10.0,,,,,5,4,1,2,2,2,9,4,1,1,1,2,5.0,,,,85283,731
733,4,5,4,9,4,5,4,4,4,5,9,3,4,4,9,1,2.0,3.0,5.0,11.0,12.0,,,,,,,2,2.0,4,2,4,4,1,G,D,3,STREET LIGHTING,4,3,9,4,9,9,5,9,5,Z,,4,2,4,4,3,4,4,1,4,3,4,4,5,5,5,5,4,4,5,5,4,5,H,B,,99,,,,,,,,,99,,,5.0,,,,,,,,,,5,,,1,5.0,2.0,1.0,3.0,1.0,5,6.0,,,MORE STREET LIGHTS,MORE STREET LIGHTS,5,3,1,1,2,2,1,4,2,1,1,5,,,,,85281,732
734,5,5,5,9,5,5,5,4,5,5,5,5,5,5,4,1,2.0,5.0,8.0,12.0,,,,,,,,5,5.0,5,9,5,5,4,Z,,4,DRUG USERS,5,5,9,9,9,5,9,9,9,Z,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Z,,,99,,,,,,,,,99,,,5.0,7.0,,,,,,,,,5,,,1,5.0,4.0,4.0,5.0,5.0,1,,,,HELP HOMELESS FIND SHELTER,HOMELESS VERY BIG PROBLEM,3,4,2,1,2,2,9,3,1,1,1,1,,,,,85281,733
735,3,3,4,4,5,5,9,4,3,4,3,4,4,4,3,4,8.0,,,,,,,,,,,3,5.0,5,4,5,5,2,G,,4,,5,5,5,5,5,4,9,9,5,Z,,5,3,4,5,4,4,4,4,5,4,3,5,5,5,5,5,5,1,5,1,1,1,B,K,,9,,,,,,,,,9,,,5.0,7.0,9.0,,,,,,,,99,,,2,,,,,,2,6.0,,,MORE LIGHTING ON STREETS,CLEANLINESS FOR NEIGHBORHOODS,4,4,2,2,2,1,1,2,2,1,1,5,,,,,85281,734
736,4,4,4,5,3,3,5,5,3,3,4,3,2,4,5,1,2.0,4.0,8.0,10.0,12.0,,,,,,,4,5.0,4,4,3,4,3,E,G,4,SAFETY,3,5,3,4,5,5,3,4,3,I,A,3,4,5,4,4,3,5,5,5,4,4,5,2,2,4,5,4,4,5,4,4,4,M,N,F,7,9.0,,,,,,,,1,3.0,2.0,,2.0,4.0,6.0,8.0,,,,,,2,6.0,4.0,1,2.0,5.0,5.0,4.0,2.0,8,11.0,,,MORE POLICE SERVICES,ECONOMIC DEVELOPMENT,3,2,1,1,1,1,2,3,2,1,1,5,,,,,85283,735
737,3,3,3,3,4,5,3,3,3,3,4,3,3,9,2,11,,,,,,,,,,,,3,2.0,9,9,9,4,5,A,B,5,,4,4,3,4,4,4,5,3,3,Z,,4,3,5,4,4,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,4,4,F,G,,99,,,,,,,,,99,,,5.0,8.0,,,,,,,,,5,8.0,,2,,,,,,2,3.0,,,PAVE STREETS,,5,4,2,2,2,1,2,4,1,1,1,2,5.0,,,,85283,736
738,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,2,6.0,7.0,,,,,,,,,,4,4.0,4,4,4,4,4,A,B,5,,5,3,4,4,2,2,4,3,4,A,B,4,4,4,4,3,3,4,3,4,4,4,4,4,9,5,5,5,4,4,4,3,5,B,,,2,,,,,,,,,2,5.0,,7.0,9.0,10.0,,,,,,,,7,9.0,10.0,2,,,,,,7,9.0,,,ROADS,CRIME,4,3,2,2,2,1,1,5,1,1,1,5,,,,,85283,737
739,5,4,4,5,5,4,4,4,4,4,5,4,3,4,4,99,,,,,,,,,,,,4,4.0,4,3,4,5,5,C,D,4,BURGLARY,5,5,5,4,4,4,4,4,5,E,F,5,4,5,4,4,4,3,4,4,4,4,5,5,5,4,5,5,4,5,4,4,4,G,T,Q,2,,,,,,,,,2,,,5.0,,,,,,,,,,99,,,1,9.0,9.0,4.0,5.0,5.0,9,,,,STREET MAINTENANCE,PARK MAINTENANCE,5,4,2,1,2,1,1,5,2,1,1,5,,,,,85283,738
740,5,4,4,3,4,4,9,4,3,4,9,4,9,9,4,2,8.0,,,,,,,,,,,4,3.0,4,2,5,4,4,Z,,5,DRUNKS,4,9,9,9,9,9,9,4,4,C,I,5,4,4,4,2,4,3,3,9,4,4,4,5,5,4,5,5,4,5,5,4,4,D,Q,,99,,,,,,,,,99,,,1.0,9.0,,,,,,,,,1,9.0,,2,,,,,,7,8.0,,,MINORS DRINKING,,3,4,1,1,2,1,2,5,2,1,1,2,5.0,,,,85281,739
741,4,4,4,3,4,3,2,9,4,4,3,9,3,2,2,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,12.0,,,4,4.0,3,3,4,3,3,G,F,4,,3,4,4,3,4,4,4,4,4,I,,5,4,4,4,4,4,3,2,3,3,3,4,4,4,9,4,4,9,4,4,4,3,H,,,99,,,,,,,,,99,,,5.0,,,,,,,,,,5,,,1,4.0,4.0,4.0,4.0,4.0,2,6.0,,,ENFORCE PROPERTY CODES,NOT ENOUGH CITY EMPLOYEES,5,4,1,1,2,2,1,5,1,1,1,2,5.0,,,,85283,740
742,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,5.0,,,,,,,,,,,1,1.0,1,1,1,1,1,A,B,1,OVERALL SAFETY,1,1,9,9,9,9,9,9,4,A,B,5,1,3,2,1,3,9,9,9,2,2,2,9,9,9,9,1,1,1,9,1,9,B,Q,T,99,,,,,,,,,99,,,99.0,,,,,,,,,,99,,,2,,,,,,3,6.0,,,HOMELESS OFF THE STREET,EVERYTHING,5,4,2,1,2,2,2,3,1,2,1,2,,,,,85281,741
743,4,4,4,9,4,3,4,3,3,4,4,4,3,3,3,1,2.0,3.0,7.0,10.0,,,,,,,,4,4.0,4,4,3,4,4,E,F,5,MORE POLICE PATROL,4,4,5,9,9,9,9,9,4,Z,,4,4,4,9,4,4,3,3,4,3,3,4,5,5,4,5,4,4,9,9,4,4,Z,,,99,,,,,,,,,99,,,2.0,5.0,7.0,10.0,,,,,,,7,10.0,2.0,2,,,,,,4,8.0,,,OVERALL SAFETY,DRUG DEALING,5,4,1,2,2,1,1,5,1,1,1,1,,,,,85281,742
