Is_Head_of_Household_,Age,Race,Gender,Ethnicity,Disability,Educational_Level,Employment_Status,Household_Type,ZIP_Code,Service_Id,Date,Program,Housing_Type,City,State,Total_Benefit,Council_District,Monthly_Income,ObjectId
0,14.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40211,1279179.0,2021/08/30 10:53:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,435.81,1.0,41182.32,8372
0,4.0,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40220,1284924.0,2021/09/02 10:56:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,609.0,26.0,29971.8,8373
0,2.0,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40211,1279179.0,2021/08/30 10:53:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,435.81,1.0,41182.32,8374
0,8.0,African American,Female,Non-Hispanic,Not Disabled,Head Start,Unemployed(Not in Labor Force),Single Person,40220,1284924.0,2021/09/02 10:56:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,609.0,26.0,29971.8,8375
0,2.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40211,1279179.0,2021/08/30 10:53:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,435.81,1.0,41182.32,8376
1,31.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Person,40202,1297307.0,2021/09/14 08:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,349.26,4.0,0.0,8377
1,38.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Employed Full-Time,Single Parent Female,40214,1276914.0,2021/08/27 09:14:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,555.0,0.0,28800.0,8378
0,6.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40214,1276914.0,2021/08/27 09:14:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,555.0,0.0,28800.0,8379
1,59.0,White,Male,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40215,1276951.0,2021/08/27 09:22:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,936.89,3.0,0.0,8380
1,57.0,Mixed Race,Male,Non-Hispanic,Not Disabled,Technical/Trade School,"Unemployed(Long - Term, more than 6 months)",Single Person,40214,1277032.0,2021/08/27 09:42:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,324.64,21.0,9600.0,8381
0,61.0,White,Male,Non-Hispanic,Disabled,2 or 4 years College,Unemployed(Not in Labor Force),Single Person,40214,1277032.0,2021/08/27 09:42:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,324.64,21.0,9600.0,8382
1,33.0,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Person,40214,1423824.0,2021/11/29 12:47:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,336.16,21.0,0.0,8383
1,50.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Long - Term, more than 6 months)",Single Person,40299,1277190.0,2021/08/27 10:16:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,203.35,0.0,0.0,8384
1,58.0,African American,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40216,1458340.0,2021/12/16 12:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,3.0,8448.0,8385
1,30.0,White,Female,Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Parent Female,40215,1277306.0,2021/08/27 10:42:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,379.18,3.0,21360.0,8386
1,34.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Person,40215,1470484.0,2022/01/05 16:20:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,280.47,15.0,0.0,8387
0,7.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40215,1470484.0,2022/01/05 16:20:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,280.47,15.0,0.0,8388
1,31.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40216,1510226.0,2022/01/21 15:16:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,717.47,1.0,32892.0,8389
0,6.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1510226.0,2022/01/21 15:16:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,717.47,1.0,32892.0,8390
0,8.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1510226.0,2022/01/21 15:16:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,717.47,1.0,32892.0,8391
0,13.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1510226.0,2022/01/21 15:16:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,717.47,1.0,32892.0,8392
1,40.0,Others,Male,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40214,1285360.0,2021/09/02 12:44:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,352.38,21.0,42000.0,8393
0,10.0,Others,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40218,1295642.0,2021/09/13 09:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,476.47,10.0,0.0,8394
0,11.0,Others,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40218,1295642.0,2021/09/13 09:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,476.47,10.0,0.0,8395
1,56.0,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40215,1285805.0,2021/09/02 14:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,350.9,3.0,10200.0,8396
1,22.0,African American,Female,Non-Hispanic,Not Disabled,Technical/Trade School,"Unemployed(Short - Term, 6 months or less)",Single Person,40206,1285751.0,2021/09/02 14:20:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,141.69,4.0,15000.0,8397
1,36.0,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Two Parent Household,40299,1523151.0,2022/01/26 16:41:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,333.02,11.0,66000.0,8398
0,33.0,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Two Parent Household,40299,1523151.0,2022/01/26 16:41:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,333.02,11.0,66000.0,8399
0,11.0,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40299,1523151.0,2022/01/26 16:41:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,333.02,11.0,66000.0,8400
0,12.0,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40229,1295254.0,2021/09/10 16:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,321.79,23.0,16800.0,8401
0,6.0,White,Female,Non-Hispanic,Not Disabled,Head Start,Unemployed(Not in Labor Force),Single Parent Female,40229,1295254.0,2021/09/10 16:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,321.79,23.0,16800.0,8402
0,9.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40208,1299760.0,2021/09/15 11:49:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,497.03,3.0,28800.0,8403
1,30.0,African American,Male,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Person,40207,1297391.0,2021/09/14 09:24:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,1000.0,26.0,30300.0,8404
1,36.0,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40213,1316179.0,2021/09/29 09:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,335.04,21.0,4800.0,8405
1,28.0,African American,Female,Non-Hispanic,Not Disabled,Technical/Trade School,Employed Full-Time,Single Parent Female,40223,1295654.0,2021/09/13 09:53:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,96.02,18.0,27600.0,8406
1,68.0,African American,Male,Non-Hispanic,Disabled,High School Graduate,Employed Part-Time,Single Person,40211,1301706.0,2021/09/16 13:49:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,5.0,9600.0,8407
0,8.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40223,1295654.0,2021/09/13 09:53:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,96.02,18.0,27600.0,8408
0,7.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40208,1299760.0,2021/09/15 11:49:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,497.03,3.0,28800.0,8409
0,6.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40223,1295654.0,2021/09/13 09:53:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,96.02,18.0,27600.0,8410
0,12.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40258,1301211.0,2021/09/16 11:06:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,306.16,14.0,24372.0,8411
0,1.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40213,1316179.0,2021/09/29 09:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,335.04,21.0,4800.0,8412
0,1.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40216,1214026.0,2021/07/23 15:32:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,883.2,12.0,0.0,8413
0,43.0,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,Employed Full-Time,Single Person,40219,1301247.0,2021/09/16 11:12:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,24.0,57048.0,8414
0,13.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40214,1299778.0,2021/09/15 11:53:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,498.84,13.0,29782.92,8415
1,25.0,African American,Male,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Person,40118,1296580.0,2021/09/13 13:58:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,251.46,13.0,7680.0,8416
1,40.0,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Unemployed(Not in Labor Force),Single Parent Female,40272,1297900.0,2021/09/14 11:33:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,1000.0,25.0,6000.0,8417
0,4.0,White,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40219,1301247.0,2021/09/16 11:12:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,24.0,57048.0,8418
1,46.0,White,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Unemployed(Not in Labor Force),Single Person,40216,1301284.0,2021/09/16 11:21:00+00,ARP-Utilities 21,Own,Louisville,KY,796.66,12.0,0.0,8419
1,32.0,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Person,40216,1301324.0,2021/09/16 11:31:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,292.85,1.0,10800.0,8420
1,37.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Employed Part-Time,Single Person,40203,1301391.0,2021/09/16 11:45:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,572.42,4.0,0.0,8421
1,21.0,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40258,1301432.0,2021/09/16 11:58:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,1000.0,12.0,0.0,8422
0,2.0,White,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40258,1301432.0,2021/09/16 11:58:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,1000.0,12.0,0.0,8423
0,37.0,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40211,1302849.0,2021/09/17 11:05:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,5.0,25200.0,8424
1,64.0,White,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Multigenerational Household,40206,1301569.0,2021/09/16 12:53:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,9.0,0.0,8425
0,14.0,White,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Multigenerational Household,40206,1301569.0,2021/09/16 12:53:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,9.0,0.0,8426
1,54.0,White,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Person,40215,1302975.0,2021/09/17 11:31:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,525.42,3.0,27720.0,8427
1,48.0,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Person,40215,1672931.0,2022/04/12 12:20:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,21.0,0.0,8428
1,66.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40203,1302153.0,2021/09/16 16:07:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,125.16,6.0,9336.0,8429
0,43.0,African American,Female,Non-Hispanic,Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40203,1302153.0,2021/09/16 16:07:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,125.16,6.0,9336.0,8430
1,40.0,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Parent Female,40216,1302123.0,2021/09/16 15:49:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,483.92,1.0,13800.0,8431
0,16.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40216,1302123.0,2021/09/16 15:49:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,483.92,1.0,13800.0,8432
1,43.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40214,1302298.0,2021/09/17 08:36:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,572.6,25.0,0.0,8433
1,32.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Person,40203,1413374.0,2021/11/22 08:20:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,329.91,4.0,4200.0,8434
0,18.0,White,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40291,1306001.0,2021/09/21 09:33:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,706.54,20.0,38400.0,8435
0,15.0,White,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40291,1306001.0,2021/09/21 09:33:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,706.54,20.0,38400.0,8436
0,10.0,White,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40291,1306001.0,2021/09/21 09:33:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,706.54,20.0,38400.0,8437
1,41.0,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40206,1302550.0,2021/09/17 09:59:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,616.93,9.0,14400.0,8438
0,18.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40203,1413374.0,2021/11/22 08:20:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,329.91,4.0,4200.0,8439
0,17.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40203,1413374.0,2021/11/22 08:20:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,329.91,4.0,4200.0,8440
0,5.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40203,1413374.0,2021/11/22 08:20:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,329.91,4.0,4200.0,8441
1,39.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Employed Full-Time,Single Person,40210,1302937.0,2021/09/17 11:22:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,4.0,99000.0,8442
1,32.0,Mixed Race,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Person,40245,1302705.0,2021/09/17 10:32:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,663.85,17.0,50769.24,8443
0,1.0,Mixed Race,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40245,1302705.0,2021/09/17 10:32:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,663.85,17.0,50769.24,8444
0,21.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Person,40210,1302937.0,2021/09/17 11:22:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,4.0,99000.0,8445
0,20.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40210,1302937.0,2021/09/17 11:22:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,4.0,99000.0,8446
0,8.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40210,1302937.0,2021/09/17 11:22:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,4.0,99000.0,8447
0,3.0,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40210,1302937.0,2021/09/17 11:22:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,4.0,99000.0,8448
1,70.0,African American,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Retired,Single Person,40212,1302784.0,2021/09/17 13:45:00+00,ARP-Utilities 21,Own,Louisville,KY,799.14,5.0,18984.0,8449
0,2.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40210,1302937.0,2021/09/17 11:22:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,4.0,99000.0,8450
0,13.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40210,1302937.0,2021/09/17 11:22:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,4.0,99000.0,8451
0,11.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40210,1302937.0,2021/09/17 11:22:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,4.0,99000.0,8452
0,9.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40210,1302937.0,2021/09/17 11:22:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,4.0,99000.0,8453
1,63.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40204,1302969.0,2021/09/17 11:29:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,203.24,4.0,18000.0,8454
1,35.0,White,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40216,1436579.0,2021/12/06 10:16:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,241.58,1.0,9528.0,8455
1,22.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40216,1303052.0,2021/09/17 11:48:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,1000.0,1.0,0.0,8456
1,26.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Parent Female,40272,1304564.0,2021/09/20 11:01:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,1000.0,25.0,1680.0,8457
0,12.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40272,1304564.0,2021/09/20 11:01:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,1000.0,25.0,1680.0,8458
0,14.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40272,1304564.0,2021/09/20 11:01:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,1000.0,25.0,1680.0,8459
1,43.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40211,1310358.0,2021/09/23 13:23:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,802.28,5.0,8858.16,8460
1,27.0,African American,Male,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Person,40207,1303358.0,2021/09/17 13:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,506.15,26.0,30000.0,8461
1,41.0,African American,Female,Non-Hispanic,Not Disabled,Technical/Trade School,"Unemployed(Long - Term, more than 6 months)",Single Person,40241,1303409.0,2021/09/17 13:54:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,96.74,17.0,26496.0,8462
