ObjectId,CodesAndRegsLicenseDataID,LicenseID,Description,LicenseName,Location,StreetNumber,Prefix,StreetName,Suffix,Longitude,Latitude,ExpirationDate,SubType,SubDescription,IssueDate,Zip,DISTRICT,NEIGHBORHOOD,ZONING,EndorsementType,EndorsementTypeDescription,EndorsementStatusDescription,EndorsementIssuedDate,AGENCY,GPSX,GPSY
3564,3464,ABC926707,Alcoholic Beverage Annual,FALSE  IDOL,1025 BARRET AVE ,1025, ,BARRET,AVE,-85.7275704354,38.2360804159,2019/10/31 03:59:59+00,MAN,Manufacturer,2018-10-03 13:15:34,40204,8,HIGHLANDS,C2,MCBW,Microbrewery,ACTIVE,,Codes and Regulations,1216034.0,271456.0
3565,3465,37418,Alcoholic Beverage Annual,SHOWCASE CINEMA DE LUX PRESTON,9700 PRESTON CROSSING BLVD ,9700, ,PRESTON CROSSING,BLVD,-85.6715524277,38.1083289324,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2013-06-05 12:49:41,40229,24,,C2,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1231404.0,224686.0
3566,3466,37418,Alcoholic Beverage Annual,SHOWCASE CINEMA DE LUX PRESTON,9700 PRESTON CROSSING BLVD ,9700, ,PRESTON CROSSING,BLVD,-85.6715524277,38.1083289324,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2013-06-05 12:49:41,40229,24,,C2,SBL,Supplemental Bar,ACTIVE,,Codes and Regulations,1231404.0,224686.0
3567,3467,32062,Alcoholic Beverage Annual,BARRET BAR & GRILL,1012 BARRET AVE ,1012, ,BARRET,AVE,-85.7280972714,38.2359611471,2019/10/31 03:59:59+00,BAR,Bar,2011-04-26 09:52:00,40204,4,GERMANTOWN,C2,SBL,Supplemental Bar,ACTIVE,,Codes and Regulations,1215882.0,271415.0
3568,3468,ABC927031,Alcoholic Beverage Annual,STOPLINE,991 LOGAN ST ,991, ,LOGAN,ST,-85.7390884851,38.23640098,2019/10/31 03:59:59+00,BAR,Bar,2018-08-21 08:00:31,40204,4,SMOKETOWN JACKSON,EZ1,MBRD2,NQ4 Retail Malt Beverage Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1212728.0,271626.0
3569,3469,ABC927047,Alcoholic Beverage Annual,SUSHI MASTER,9415 NORTON COMMONS BLVD 101,9415, ,NORTON COMMONS,BLVD,-85.5671401616,38.3246260752,2020/02/28 05:00:00+00,RST,Restaurant / Cafe,2018-08-30 12:08:54,40059,16,,PVD,SD,Sunday Drink,ACTIVE,2018-08-30 12:08:54,Codes and Regulations,1262570.0,302999.0
3570,3470,ABC928167,Alcoholic Beverage Annual,"RK BLUEGRASS SERVICES, LLC.",704 CENTRAL AVE ,704, ,CENTRAL,AVE,-85.7710693453,38.205231952,2019/05/31 03:59:59+00,RST,Restaurant / Cafe,2018-11-28 10:35:35,40208,15,SOUTH LOUISVILLE,C2,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1203356.0,260427.0
3571,3471,37577,Alcoholic Beverage Annual,DOWN ONE BOURBON BAR,321 W MAIN ST ,321,W,MAIN,ST,-85.7551640067,38.2568558358,2019/07/31 03:59:59+00,BAR,Bar,2013-07-15 15:04:09,40202,4,CENTRAL BUSINESS DISTRICT,(C3),SD,Sunday Drink,ACTIVE,,Codes and Regulations,1208233.0,279149.0
3572,3472,37619,Alcoholic Beverage Annual,THE SILVER SPOON II-DERBY CAFE,704 CENTRAL AVE ,704, ,CENTRAL,AVE,-85.7710693453,38.205231952,2019/05/31 03:59:59+00,RST,Restaurant / Cafe,2013-06-05 10:34:13,40208,15,SOUTH LOUISVILLE,C2,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1203356.0,260427.0
3573,3473,37619,Alcoholic Beverage Annual,THE SILVER SPOON II-DERBY CAFE,704 CENTRAL AVE ,704, ,CENTRAL,AVE,-85.7710693453,38.205231952,2019/05/31 03:59:59+00,RST,Restaurant / Cafe,2013-06-05 10:34:13,40208,15,SOUTH LOUISVILLE,C2,CATE,Caterer,ACTIVE,,Codes and Regulations,1203356.0,260427.0
3574,3474,ABC928167,Alcoholic Beverage Annual,"RK BLUEGRASS SERVICES, LLC.",704 CENTRAL AVE ,704, ,CENTRAL,AVE,-85.7710693453,38.205231952,2019/05/31 03:59:59+00,RST,Restaurant / Cafe,2018-11-28 10:35:35,40208,15,SOUTH LOUISVILLE,C2,CATE,Caterer,ACTIVE,,Codes and Regulations,1203356.0,260427.0
3575,3475,ABC924340,Alcoholic Beverage Annual,FLAVOUR,1767 BARDSTOWN RD ,1767, ,BARDSTOWN,RD,-85.7012007863,38.2289053413,2020/01/31 05:00:00+00,BAR,Bar,2018-04-03 10:42:07,40205,8,BONNYCASTLE,(C2),MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,2018-04-03 10:42:07,Codes and Regulations,1223566.0,268723.0
3576,3476,ABC924340,Alcoholic Beverage Annual,FLAVOUR,1767 BARDSTOWN RD ,1767, ,BARDSTOWN,RD,-85.7012007863,38.2289053413,2020/01/31 05:00:00+00,BAR,Bar,2018-04-03 10:42:07,40205,8,BONNYCASTLE,(C2),SD,Sunday Drink,ACTIVE,2018-04-03 10:42:07,Codes and Regulations,1223566.0,268723.0
3577,3477,ABC924340,Alcoholic Beverage Annual,FLAVOUR,1767 BARDSTOWN RD ,1767, ,BARDSTOWN,RD,-85.7012007863,38.2289053413,2020/01/31 05:00:00+00,BAR,Bar,2018-04-03 10:42:07,40205,8,BONNYCASTLE,(C2),LD2,Quota Retail Drink (12 AM - 2 AM),ACTIVE,2018-04-03 10:42:07,Codes and Regulations,1223566.0,268723.0
3578,3478,ABC924346,Alcoholic Beverage Annual,FAIRDALE VALERO,1101 FAIRDALE RD ,1101, ,FAIRDALE,RD,-85.7473667392,38.1129932948,2019/03/31 03:59:59+00,GRO,Grocery / Food Mart,2018-08-02 09:05:50,40118,13,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,2018-08-02 09:05:50,Codes and Regulations,1209620.0,226730.0
3579,3479,ABC917904,Alcoholic Beverage Annual,J FOOD MART,8506 SHEPHERDSVILLE RD ,8506, ,SHEPHERDSVILLE,RD,-85.6658094564,38.125613024,2019/02/28 05:00:00+00,LIQ,Liquor Store,2017-06-21 13:25:26,40219,24,,C1,LP,Quota Retail Package,INACTIVE,,Codes and Regulations,1233153.0,230954.0
3580,3480,ABC925669,Alcoholic Beverage Annual,AFRO ENTERPRISES,2129 W KENTUCKY ST ,2129,W,KENTUCKY,ST,-85.7892572372,38.2423005581,2019/03/31 03:59:59+00,GRO,Grocery / Food Mart,2018-06-13 16:05:48,40210,6,CALIFORNIA,R5,MBP,NQ Retail Malt Beverage Package,ACTIVE,2018-06-13 16:05:48,Codes and Regulations,1198356.0,274011.0
3581,3481,ABC928598,Alcoholic Beverage Annual,NEIGHBORHOOD MART,8003 SHEPHERDSVILLE RD ,8003, ,SHEPHERDSVILLE,RD,-85.6585339923,38.1342944942,2020/02/28 05:00:00+00,GRO,Grocery / Food Mart,2018-12-27 11:19:29,40219,23,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,2018-12-27 11:19:29,Codes and Regulations,1235294.0,234083.0
3582,3482,ABC929163,Alcoholic Beverage Annual,STEVE-O'S ITALIAN KITCHEN,2230 FRANKFORT AVE ,2230, ,FRANKFORT,AVE,-85.704862966,38.253219899,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2018-12-27 11:03:40,40206,9,CLIFTON,C2,SD,Sunday Drink,ACTIVE,2018-12-27 11:03:40,Codes and Regulations,1222654.0,277593.0
3583,3483,15ABC1171,Alcoholic Beverage Annual,RIVER HOUSE,3015 RIVER RD 101,3015, ,RIVER,RD,-85.6988114491,38.2814066652,2019/05/31 03:59:59+00,RST,Restaurant / Cafe,2016-05-18 09:53:51,40207,7,,C2,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,2016-05-18 09:53:51,Codes and Regulations,1224553.0,287829.0
3584,3484,15ABC1171,Alcoholic Beverage Annual,RIVER HOUSE,3015 RIVER RD 101,3015, ,RIVER,RD,-85.6988114491,38.2814066652,2019/05/31 03:59:59+00,RST,Restaurant / Cafe,2016-05-18 09:53:51,40207,7,,C2,RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,2016-05-18 09:53:51,Codes and Regulations,1224553.0,287829.0
3585,3485,13831,Alcoholic Beverage Annual,OLD TAYLOR BAR,3464 TAYLOR BLVD ,3464, ,TAYLOR,BLVD,-85.7832360782,38.1969241902,2019/02/28 05:00:00+00,BAR,Bar,2005-02-28 14:20:00,40215,15,TAYLOR BERRY,C2,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1199810.0,257460.0
3586,3486,13831,Alcoholic Beverage Annual,OLD TAYLOR BAR,3464 TAYLOR BLVD ,3464, ,TAYLOR,BLVD,-85.7832360782,38.1969241902,2019/02/28 05:00:00+00,BAR,Bar,2005-02-28 14:20:00,40215,15,TAYLOR BERRY,C2,MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1199810.0,257460.0
3587,3487,14825,Alcoholic Beverage Annual,OYA LIQUORS,2135 DIXIE HWY ,2135, ,DIXIE,HWY,-85.7937323049,38.2193749832,2019/03/31 03:59:59+00,LIQ,Liquor Store,2005-09-02 15:18:00,40210,3,,C1,LP2,Quota Retail Package (12 AM - 2 AM),ACTIVE,,Codes and Regulations,1196931.0,265685.0
3588,3488,15298,Alcoholic Beverage Annual,MAIN LIQUORS,10625 W MANSLICK RD ,10625,W,MANSLICK,RD,-85.7598163433,38.1062028813,2019/03/31 03:59:59+00,LIQ,Liquor Store,2005-10-24 09:49:00,40118,13,,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1205998.0,224316.0
3589,3489,15298,Alcoholic Beverage Annual,MAIN LIQUORS,10625 W MANSLICK RD ,10625,W,MANSLICK,RD,-85.7598163433,38.1062028813,2019/03/31 03:59:59+00,LIQ,Liquor Store,2005-10-24 09:49:00,40118,13,,C2,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1205998.0,224316.0
3590,3490,15298,Alcoholic Beverage Annual,MAIN LIQUORS,10625 W MANSLICK RD ,10625,W,MANSLICK,RD,-85.7598163433,38.1062028813,2019/03/31 03:59:59+00,LIQ,Liquor Store,2005-10-24 09:49:00,40118,13,,C2,LP2,Quota Retail Package (12 AM - 2 AM),ACTIVE,,Codes and Regulations,1205998.0,224316.0
3591,3491,21122,Alcoholic Beverage Annual,ROOTIE'S SPORTS BAR AND GRILLE,12205 WESTPORT RD ,12205, ,WESTPORT,RD,-85.5240785412,38.304726116,2020/02/28 05:00:00+00,BAR,Bar,2008-12-08 15:38:00,40245,17,,C2,MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1274822.0,295579.0
3592,3492,16ABC1170,Alcoholic Beverage Annual,THE FAT LAMB,2011 GRINSTEAD DR 104,2011, ,GRINSTEAD,DR,-85.7207432794,38.2388827572,2019/10/31 03:59:59+00,RST,Restaurant / Cafe,2016-11-15 11:24:52,40204,8,CHEROKEE TRIANGLE,(C2),RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1218011.0,272445.0
3593,3493,27935,Alcoholic Beverage Annual,"PEPPERMINT, THE",5345 MITSCHER AVE ,5345, ,MITSCHER,AVE,-85.7700006707,38.1704462883,2019/02/28 05:00:00+00,BAR,Bar,2010-07-08 09:05:00,40214,21,IROQUOIS,C2,MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1203454.0,247756.0
3594,3494,27935,Alcoholic Beverage Annual,"PEPPERMINT, THE",5345 MITSCHER AVE ,5345, ,MITSCHER,AVE,-85.7700006707,38.1704462883,2019/02/28 05:00:00+00,BAR,Bar,2010-07-08 09:05:00,40214,21,IROQUOIS,C2,MBCO,NQ Retail Malt Beverage Combo (Package and Drink),ACTIVE,,Codes and Regulations,1203454.0,247756.0
3595,3495,16ABC1183,Alcoholic Beverage Annual,VIRTUE RESTAURANT,103 W OAK ST ,103,W,OAK,ST,-85.7555511246,38.2347040863,2019/10/31 03:59:59+00,RST,Restaurant / Cafe,2017-08-15 16:38:57,40203,6,OLD LOUISVILLE,TNZD,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,2017-08-15 16:38:57,Codes and Regulations,1207990.0,271085.0
3596,3496,16ABC1183,Alcoholic Beverage Annual,VIRTUE RESTAURANT,103 W OAK ST ,103,W,OAK,ST,-85.7555511246,38.2347040863,2019/10/31 03:59:59+00,RST,Restaurant / Cafe,2017-08-15 16:38:57,40203,6,OLD LOUISVILLE,TNZD,SD,Sunday Drink,ACTIVE,2017-08-15 16:38:57,Codes and Regulations,1207990.0,271085.0
3597,3497,ABC891443,Alcoholic Beverage Annual,EL SABOR DE CUBA,7200 PRESTON HWY ,7200, ,PRESTON,HWY,-85.6924117906,38.1474721168,2019/02/28 05:00:00+00,RST,Restaurant / Cafe,2017-03-09 14:07:35,40219,21,,C1,LD,Quota Retail Drink,ACTIVE,2017-03-09 14:07:35,Codes and Regulations,1225626.0,239032.0
3598,3498,ABC904498,Alcoholic Beverage Annual,HITCHING POST INN,7314 FEGENBUSH LN ,7314, ,FEGENBUSH,LN,-85.6241782213,38.1430066213,2020/01/31 05:00:00+00,BAR,Bar,2017-05-15 11:56:53,40228,23,,PD,LD4,Quota Retail Drink (12 AM - 4 AM),ACTIVE,2017-05-15 11:56:53,Codes and Regulations,1245222.0,237106.0
3599,3499,16ABC1051,Alcoholic Beverage Annual,RIVERPORT GRUB & PUB,7001 GLOBAL DR ,7001, ,GLOBAL,DR,-85.888088059,38.1401445951,2019/09/30 03:59:59+00,BAR,Bar,2016-04-27 11:58:50,40258,12,,EZ1,MBRD2,NQ4 Retail Malt Beverage Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1169314.0,237305.0
3600,3500,ABC921454,Alcoholic Beverage Annual,RABBIT HOLE DISTILLING,711 E JEFFERSON ST ,711,E,JEFFERSON,ST,-85.7396741303,38.2523938425,2019/11/30 05:00:00+00,DST,Distributor / Wholesaler,2018-05-11 15:58:13,40202,4,PHOENIX HILL,EZ1,REC,Rectifier,ACTIVE,,Codes and Regulations,1212654.0,277452.0
3601,3801,ABC927075,Alcoholic Beverage Annual,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,10006 WILL WAY ,10006, ,WILL,WAY,-85.5866531766,38.1449147916,2019/07/31 03:59:59+00,RST,Restaurant / Cafe,2018-11-29 08:39:32,40291,22,,C1,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,2018-11-29 08:39:31,Codes and Regulations,1256023.0,237642.0
3602,3802,15ABC1181,Alcoholic Beverage Annual,WORLD OF BEER,9850 VON ALLMEN CT 108,9850, ,VON ALLMEN,CT,-85.5689967998,38.3124639023,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2015-11-03 12:10:05,40241,16,,C2,RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1261974.0,298578.0
3603,3803,16ABC1085,Alcoholic Beverage Annual,KATHMANDU KITCHEN,3825 BARDSTOWN RD ,3825, ,BARDSTOWN,RD,-85.6537212847,38.1960766619,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2016-06-17 14:27:01,40218,10,,C1,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1237021.0,256558.0
3604,3804,13ABC1101,Alcoholic Beverage Annual,VINES WINE BAR AND SPIRIT SHOP,1985 DOUGLASS BLVD ,1985, ,DOUGLASS,BLVD,-85.6945263392,38.2245197984,2020/01/31 05:00:00+00,LIQ,Liquor Store,2014-01-28 14:00:04,40205,8,DEER PARK,(C2),SD,Sunday Drink,ACTIVE,,Codes and Regulations,1225458.0,267096.0
3605,3805,ABC926861,Alcoholic Beverage Annual,LATIN FOOD & BAKERY,5623 OUTER LOOP ,5623, ,OUTER,LOOP,-85.6562172156,38.1396366508,2019/02/28 05:00:00+00,GRO,Grocery / Food Mart,2018-08-28 16:02:01,40219,24,,C1,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1235990.0,236018.0
3606,3806,ABC930152,Alcoholic Beverage Annual,FIRST WATCH HIGHLANDS,2225 TAYLORSVILLE RD ,2225, ,TAYLORSVILLE,RD,-85.6838754407,38.2235745285,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2019-01-14 10:20:02,40205,8,HIGHLANDS DOUGLASS,(C2),RLD,NQ2 Retail Drink (Restaurant),ACTIVE,2019-01-14 10:20:02,Codes and Regulations,1228512.0,266704.0
3607,3807,ABC930152,Alcoholic Beverage Annual,FIRST WATCH HIGHLANDS,2225 TAYLORSVILLE RD ,2225, ,TAYLORSVILLE,RD,-85.6838754407,38.2235745285,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2019-01-14 10:20:02,40205,8,HIGHLANDS DOUGLASS,(C2),SD,Sunday Drink,ACTIVE,2019-01-14 10:20:02,Codes and Regulations,1228512.0,266704.0
3608,3808,ABC930551,Alcoholic Beverage Annual,THE KENTUCKY TACO COMPANY,502 WARNOCK ST ,502, ,WARNOCK,ST,-85.7506758417,38.2141140873,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2019-02-06 09:01:44,40217,15,SAINT JOSEPH,C2,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,2019-02-06 09:01:44,Codes and Regulations,1209268.0,263565.0
3609,3809,15ABC1181,Alcoholic Beverage Annual,WORLD OF BEER,9850 VON ALLMEN CT 108,9850, ,VON ALLMEN,CT,-85.5689967998,38.3124639023,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2015-11-03 12:10:05,40241,16,,C2,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1261974.0,298578.0
3610,3810,15ABC1181,Alcoholic Beverage Annual,WORLD OF BEER,9850 VON ALLMEN CT 108,9850, ,VON ALLMEN,CT,-85.5689967998,38.3124639023,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2015-11-03 12:10:05,40241,16,,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1261974.0,298578.0
3611,3811,16ABC1046,Alcoholic Beverage Annual,LOUISVILLE SPIRITS GROUP,500 E MAIN ST ,500,E,MAIN,ST,-85.7436303662,38.2547546236,2019/11/30 05:00:00+00,MAN,Manufacturer,2016-11-14 13:41:33,40202,4,CENTRAL BUSINESS DISTRICT,EZ1,RLD4,NQ2 Restaurant Liquor Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1211532.0,278330.0
3612,3812,16ABC1046,Alcoholic Beverage Annual,LOUISVILLE SPIRITS GROUP,500 E MAIN ST ,500,E,MAIN,ST,-85.7436303662,38.2547546236,2019/11/30 05:00:00+00,MAN,Manufacturer,2016-11-14 13:41:33,40202,4,CENTRAL BUSINESS DISTRICT,EZ1,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1211532.0,278330.0
3613,3813,ABC930925,Alcoholic Beverage Annual,MINIT MART,1123 S FLOYD ST ,1123,S,FLOYD,ST,-85.7511766734,38.2358287483,2019/10/31 03:59:59+00,GRO,Grocery / Food Mart,2019-01-28 14:02:17,40203,6,SHELBY PARK,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1209253.0,271474.0
3614,3814,ABC926861,Alcoholic Beverage Annual,LATIN FOOD & BAKERY,5623 OUTER LOOP ,5623, ,OUTER,LOOP,-85.6562172156,38.1396366508,2019/02/28 05:00:00+00,GRO,Grocery / Food Mart,2018-08-28 16:02:01,40219,24,,C1,MBRD2,NQ4 Retail Malt Beverage Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1235990.0,236018.0
3615,3815,ABC930143,Alcoholic Beverage Annual,PIC PAC,9304 BLUE LICK RD ,9304, ,BLUE LICK,RD,-85.6908477212,38.1141642463,2020/01/31 05:00:00+00,GRO,Grocery / Food Mart,2019-01-04 09:29:27,40229,24,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,2019-01-04 09:29:27,Codes and Regulations,1225886.0,226897.0
3616,3751,15785,Alcoholic Beverage Annual,WYANDOTTE TAVERN,3700 TAYLOR BLVD ,3700, ,TAYLOR,BLVD,-85.7836613972,38.1910220776,2019/02/28 05:00:00+00,BAR,Bar,2006-02-24 08:32:00,40215,15,JACOBS,C1,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1199652.0,255313.0
3617,3816,3500,Alcoholic Beverage Annual,GERMAN AMERICAN CLUB,1840 LINCOLN AVE ,1840, ,LINCOLN,AVE,-85.7030487452,38.1992738777,2019/02/28 05:00:00+00,PRI,Private Club,2004-02-25 15:34:00,40213,10,POPLAR LEVEL,R5,PC2,NQ3 Private Club  (12 am till 2 am),ACTIVE,,Codes and Regulations,1222865.0,257942.0
3618,3817,16ABC1104,Alcoholic Beverage Annual,THE MANHATTAN PROJECT,2101 FRANKFORT AVE ,2101, ,FRANKFORT,AVE,-85.7082029574,38.2544333277,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2016-10-26 07:50:15,40206,9,CLIFTON,C2,SBL,Supplemental Bar,ACTIVE,,Codes and Regulations,1221702.0,278050.0
3619,3818,ABC930423,Alcoholic Beverage Annual,CHURCHILL DOWNS-KENTUCKY BOURBON TRAIL,600 TERMINAL DR ,600, ,TERMINAL,DR,-85.7416363586,38.1861619505,2019/05/31 03:59:59+00,AIRPORT,Airport,2019-01-25 09:06:48,40209,21,REMAINDER OF CITY,EZ1,LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1211700.0,253345.0
3620,3819,ABC929202,Alcoholic Beverage Annual,LAS CAZUELAS LLC,4214 BISHOP LN ,4214, ,BISHOP,LN,-85.6867615231,38.2001621112,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2018-12-19 09:58:19,40218,10,,C1,MBRD,NQ4 Retail Malt Beverage Drink,INACTIVE,,Codes and Regulations,1227550.0,258192.0
3621,3820,ABC929202,Alcoholic Beverage Annual,LAS CAZUELAS LLC,4214 BISHOP LN ,4214, ,BISHOP,LN,-85.6867615231,38.2001621112,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2018-12-19 09:58:19,40218,10,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),INACTIVE,,Codes and Regulations,1227550.0,258192.0
3622,3821,BB920540,Outdoor Advertising Signs,Outfront Media,6013 PRESTON HWY ,6013, ,PRESTON,HWY,-85.700191072,38.1654165449,2019/07/01 03:59:59+00,LARGE,Large,2017-09-25 08:54:48,40219,2,,C2,,,,,Develop Louisville,1223492.0,245601.0
3623,3822,BB921154,Outdoor Advertising Signs,OUTFRONT MEDIA,12812 DIXIE HWY ,12812, ,DIXIE,HWY,-85.8853709638,38.0692550988,2019/07/01 03:59:59+00,MED,Medium,2017-09-29 12:25:08,40272,14,,C1,,,,,Develop Louisville,1169637.0,211480.0
3624,3823,BB920898,Outdoor Advertising Signs,Outfront Media,4800 CANE RUN RD ,4800, ,CANE RUN,RD,-85.8556419589,38.1838880882,2019/07/01 03:59:59+00,MED,Medium,2017-09-27 10:17:38,40216,1,,R5,,,,,Develop Louisville,1178922.0,253068.0
3625,3824,BB920484,Outdoor Advertising Signs,Outfront Media,3001 RIVER PARK DR ,3001, ,RIVER PARK,DR,-85.8010250043,38.2539241421,2019/07/01 03:59:59+00,SMALL,Small,2017-09-22 15:36:52,40211,5,RUSSELL,C2,,,,,Develop Louisville,1195048.0,278300.0
3626,3825,BB919289,Outdoor Advertising Signs,,1500 LEXINGTON RD ,1500, ,LEXINGTON,RD,-85.7185025095,38.2496464664,2019/07/01 03:59:59+00,SMALL,Small,2017-07-28 11:00:07,40206,9,IRISH HILL,PD,,,,,Develop Louisville,1218717.0,276354.0
3627,3826,BB920921,Outdoor Advertising Signs,Outftront Media, E BRECKINRIDGE ST ,0,E,BRECKINRIDGE,ST,-85.7365638145,38.2394958646,2019/07/01 03:59:59+00,MED,Medium,2017-09-27 10:45:09,40204,4,PARISTOWN POINTE,C1,,,,,Develop Louisville,1213471.25,272741.188
3628,3827,BB921060,Outdoor Advertising Signs,OUTFRONT MEDIA,6921 SHEPHERDSVILLE RD ,6921, ,SHEPHERDSVILLE,RD,-85.65772504,38.149988685,2019/07/01 03:59:59+00,MED,Medium,2017-09-28 15:49:20,40219,24,,R7,,,,,Develop Louisville,1235614.0,239794.0
3629,3828,32877,Homeless Shelter,THE SALVATION ARMY - A GEORGIA CORP,911 S BROOK ST ,911,S,BROOK,ST,-85.752047878,38.2404094827,2019/08/31 03:59:59+00,CAMPUS,Campus,2011-09-26 10:51:00,40203,4,OLD LOUISVILLE,OR2,,,,,Develop Louisville,1209030.0,273146.0
3630,3829,BB920544,Outdoor Advertising Signs,Outfront Media,2140 GARDINER LN ,2140, ,GARDINER,LN,-85.6727747552,38.2119120513,2019/07/01 03:59:59+00,LARGE,Large,2017-09-25 08:54:48,40205,8,GARDINER LANE,C1,,,,,Develop Louisville,1231635.0,262408.0
3631,3830,15PAW1007,Pawnbroker,CASH AMERICA PAWN OF LOUISVILL #1,4636 DIXIE HWY ,4636, ,DIXIE,HWY,-85.8211626228,38.1767883199,2019/07/14 03:59:59+00, , ,2016-01-15 14:40:38,40216,3,,C2,,,,,Codes and Regulations,1188787.0,250312.0
3632,3831,BB920828,Outdoor Advertising Signs,Outfront Media,4343 SANITA CT ,4343, ,SANITA,CT,-85.7119114559,38.1919375071,2019/07/01 03:59:59+00,LARGE,Large,2017-09-27 09:27:32,40213,10,REMAINDER OF CITY,M3,,,,,Develop Louisville,1220276.0,255311.0
3633,3832,BB921823,Outdoor Advertising Signs,,646 W HILL ST ,646,W,HILL,ST,-85.7679972598,38.2259522518,2019/07/01 03:59:59+00,MED,Medium,2017-10-23 15:39:18,40208,6,ALGONQUIN,EZ1,,,,,Develop Louisville,1204363.0,267957.0
3634,3833,BB920549,Outdoor Advertising Signs,Outfront Media,4520 SHELBYVILLE RD ,4520, ,SHELBYVILLE,RD,-85.632134257,38.2502226564,2019/07/01 03:59:59+00,LARGE,Large,2017-09-25 08:54:48,40207,26,,C2,,,,,Develop Louisville,1243520.0,276180.0
3635,3901,BB921079,Outdoor Advertising Signs,OUTFRONT MEDIA,3207 PRESTON HWY ,3207, ,PRESTON,HWY,-85.7342568176,38.2022152511,2019/07/01 03:59:59+00,MED,Medium,2017-09-28 16:06:11,40213,10,,C1,,,,,Develop Louisville,1213915.0,259156.0
3636,3834,BB920487,Outdoor Advertising Signs,Outfront Media,1123 S SHELBY ST ,1123,S,SHELBY,ST,-85.740950339,38.2344849727,2019/07/01 03:59:59+00,SMALL,Small,2017-09-22 15:36:52,40203,4,SHELBY PARK,OR2,,,,,Develop Louisville,1212182.0,270937.0
3637,3835,BB920452,Outdoor Advertising Signs,Outfront Media,3201 GREENWOOD AVE ,3201, ,GREENWOOD,AVE,-85.8064569055,38.2431326869,2019/07/01 03:59:59+00,SMALL,Small,2017-09-22 15:27:51,40211,1,PARKLAND,C2,,,,,Develop Louisville,1193422.0,274397.0
3638,3836,BB921838,Outdoor Advertising Signs,,793 EASTERN PKY ,793, ,EASTERN,PKY,-85.743175668,38.2150231951,2019/07/01 03:59:59+00,MED,Medium,2017-10-24 09:33:59,40217,15,SAINT JOSEPH,C2,,,,,Develop Louisville,1211428.0,263861.0
