inci_no,Alm_Date,Address,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved,ObjectId
21-0006884,2021/03/07 05:00:00+00,2724 PORTLAND Louisville KY 40212,111 - Building fire,1000.0,45000.0,46000,45000,-1000,2523
21-0006884,2021/03/07 05:00:00+00,2722 PORTLAND Louisville KY 40212,111 - Building fire,5000.0,30000.0,35000,37000,2000,2524
21-0006884,2021/03/07 05:00:00+00,2726 PORTLAND Louisville KY 40212,111 - Building fire,1000.0,45000.0,46000,45000,-1000,2525
21-0006976,2021/03/08 05:00:00+00,N 22ND Louisville KY 40212,"160 - Special outside fire, other",5000.0,5000.0,10000,5000,-5000,2526
21-0006983,2021/03/08 05:00:00+00,335 W BROADWAY Louisville KY 40202,111 - Building fire,2500.0,0.0,2500,0,-2500,2527
21-0006981,2021/03/08 05:00:00+00,5012 SOUTHSIDE Louisville KY 40214,111 - Building fire,15000.0,31500.0,46500,42000,-4500,2528
21-0007087,2021/03/09 05:00:00+00,4320 E LOUISVILLE Louisville KY 40209,111 - Building fire,,2000.0,2000,15000,13000,2529
21-0007157,2021/03/09 05:00:00+00,305 IOWA 3 Louisville KY 40208,111 - Building fire,2000.0,10000.0,12000,100000,88000,2530
21-0007225,2021/03/10 05:00:00+00,1704 W GAULBERT Louisville KY 40210,111 - Building fire,0.0,5000.0,5000,44130,39130,2531
21-0007266,2021/03/10 05:00:00+00,1621 S 31ST Louisville KY 40211,111 - Building fire,,1000.0,1000,84000,83000,2532
21-0007327,2021/03/11 05:00:00+00,314 N DR W J HODGE Louisville KY 40212,111 - Building fire,10000.0,30460.0,40460,30460,-10000,2533
21-0007369,2021/03/11 05:00:00+00,836 S 12TH Louisville KY 40210,111 - Building fire,,5000.0,5000,112990,107990,2534
21-0007382,2021/03/11 05:00:00+00,2814 W MUHAMMAD ALI Louisville KY 40212,111 - Building fire,0.0,1000.0,1000,24700,23700,2535
21-0007431,2021/03/12 05:00:00+00,1730 S 25TH Louisville KY 40210,111 - Building fire,1500.0,10000.0,11500,80000,68500,2536
21-0007472,2021/03/12 05:00:00+00,I-65 South City of Louisville KY 40217,131 - Passenger vehicle fire,0.0,9000.0,9000,9000,0,2537
21-0007610,2021/03/13 05:00:00+00,3701 7TH STREET Louisville KY 40216,131 - Passenger vehicle fire,,1000.0,1000,2500,1500,2538
21-0007526,2021/03/13 05:00:00+00,827 GLEN HOLLOW Louisville KY 40214,111 - Building fire,2000.0,10000.0,12000,400000,388000,2539
21-0007633,2021/03/13 05:00:00+00,E Jacob Louisville KY 40203,111 - Building fire,80000.0,1000000.0,1080000,2209550,1129550,2540
21-0007543,2021/03/13 05:00:00+00,BARDSTOWN Louisville KY 40204,131 - Passenger vehicle fire,0.0,1500.0,1500,1500,0,2541
21-0007634,2021/03/13 05:00:00+00,232 S E Jacob Louisville KY 40203,111 - Building fire,80000.0,1000000.0,1080000,2209550,1129550,2542
21-0007889,2021/03/16 04:00:00+00,E MAIN Louisville KY 40202,112 - Fires in structure other than in a building,,200.0,200,500,300,2543
21-0007974,2021/03/17 04:00:00+00,1778 W BURNETT Louisville KY 40210,111 - Building fire,500.0,,500,34900,34400,2544
21-0008549,2021/03/22 04:00:00+00,2420 MCKENDREE 109 Louisville KY 40211,111 - Building fire,,500.0,500,100000,99500,2545
21-0017187,2021/06/02 04:00:00+00,3004 MONTANA Louisville KY 40208,111 - Building fire,500.0,5000.0,5500,5000,-500,2546
21-0020119,2021/06/25 04:00:00+00,1021 BERRY Louisville KY 40215,111 - Building fire,1000.0,15000.0,16000,47390,31390,2547
21-0011307,2021/04/15 04:00:00+00,312 E ORMSBY Louisville KY 40203,111 - Building fire,3000.0,162225.0,165225,216300,51075,2548
21-0003017,2021/01/29 05:00:00+00,1710 W BURNETT Louisville KY 40210,131 - Passenger vehicle fire,500.0,5000.0,5500,5000,-500,2549
21-0023092,2021/07/18 04:00:00+00,4161 LA SALLE Louisville KY 40215,161 - Outside storage fire,500.0,500.0,1000,500,-500,2550
21-0020234,2021/06/26 04:00:00+00,2302 MANCHESTER WELL KY 40205,131 - Passenger vehicle fire,0.0,5000.0,5000,151380,146380,2551
21-0003012,2021/01/29 05:00:00+00,2547 GRIFFITHS Louisville KY 40212,111 - Building fire,1500.0,15000.0,16500,32640,16140,2552
21-0008556,2021/03/22 04:00:00+00,N 26TH Louisville KY 40212,324 - Motor vehicle accident with no injuries.,,5000.0,5000,120000,115000,2553
21-0017216,2021/06/03 04:00:00+00,2818 W MARKET Louisville KY 40212,131 - Passenger vehicle fire,3500.0,3500.0,7000,3500,-3500,2554
21-0023096,2021/07/18 04:00:00+00,2535 ROWAN Louisville KY 40212,111 - Building fire,0.0,30000.0,30000,30000,0,2555
21-0020234,2021/06/26 04:00:00+00,2302 MANCHESTER WELL KY 40205,131 - Passenger vehicle fire,500.0,3500.0,4000,3500,-500,2556
21-0011389,2021/04/15 04:00:00+00,2708 BANK Louisville KY 40212,111 - Building fire,800.0,800.0,1600,800,-800,2557
21-0003012,2021/01/29 05:00:00+00,2543 GRIFFITHS Louisville KY 40212,111 - Building fire,1500.0,15000.0,16500,33980,17480,2558
21-0008559,2021/03/22 04:00:00+00,Dumesnil City of Louisville KY 40211,131 - Passenger vehicle fire,,20000.0,20000,20000,0,2559
21-0017220,2021/06/03 04:00:00+00,City of Louisville KY 40220,131 - Passenger vehicle fire,0.0,500.0,500,50000,49500,2560
21-0023153,2021/07/18 04:00:00+00,City of Louisville KY 40215,131 - Passenger vehicle fire,200.0,2000.0,2200,2000,-200,2561
21-0020234,2021/06/26 04:00:00+00,2300 MANCHESTER WELL KY 40205,131 - Passenger vehicle fire,0.0,3000.0,3000,335000,332000,2562
21-0011406,2021/04/16 04:00:00+00,2217 W MARKET Louisville KY 40212,111 - Building fire,10000.0,10000.0,20000,10000,-10000,2563
21-0003102,2021/01/29 05:00:00+00,715 E HILL Louisville KY 40217,111 - Building fire,3000.0,20000.0,23000,200000,177000,2564
21-0008959,2021/03/25 04:00:00+00,S 26TH Louisville KY 40210,131 - Passenger vehicle fire,0.0,1000.0,1000,1000,0,2565
21-0017254,2021/06/03 04:00:00+00,2915 Dr. William Weathers Louisville KY 40211,111 - Building fire,2000.0,70000.0,72000,1939000,1867000,2566
21-0023181,2021/07/18 04:00:00+00,4013 TAYLOR 4 Louisville KY 40215,"113 - Cooking fire, confined to container",150.0,,150,180000,179850,2567
21-0020291,2021/06/27 04:00:00+00,1359 HUNTOON Louisville KY 40215,111 - Building fire,1000.0,7000.0,8000,80000,72000,2568
21-0011448,2021/04/16 04:00:00+00,3580 FINCASTLE Louisville KY 40213,111 - Building fire,30000.0,50000.0,80000,50000,-30000,2569
21-0003111,2021/01/30 05:00:00+00,1257 S BROOK Louisville KY 40203,111 - Building fire,10000.0,50000.0,60000,107100,47100,2570
21-0008973,2021/03/26 04:00:00+00,313 E ST CATHERINE 2 Louisville KY 40203,111 - Building fire,100.0,,100,111850,111750,2571
21-0017337,2021/06/04 04:00:00+00,CRITTENDEN Louisville KY 40209,131 - Passenger vehicle fire,0.0,4000.0,4000,4000,0,2572
21-0023220,2021/07/19 04:00:00+00,S 10TH Louisville KY 40210,131 - Passenger vehicle fire,,30000.0,30000,30000,0,2573
21-0020388,2021/06/27 04:00:00+00,33rd City of Louisville KY 40212,131 - Passenger vehicle fire,0.0,3000.0,3000,3000,0,2574
21-0011492,2021/04/16 04:00:00+00,1528 W ST CATHERINE Louisville KY 40210,111 - Building fire,7500.0,30000.0,37500,45000,7500,2575
21-0003171,2021/01/30 05:00:00+00,1926 W MARKET Louisville KY 40203,111 - Building fire,0.0,11530.0,11530,11530,0,2576
21-0008980,2021/03/26 04:00:00+00,2331 MOUNT CLAIRE Louisville KY 40217,131 - Passenger vehicle fire,500.0,1000.0,1500,10000,8500,2577
21-0017349,2021/06/04 04:00:00+00,4710 ALLMOND Louisville KY 40209,131 - Passenger vehicle fire,0.0,3000.0,3000,3000,0,2578
21-0023260,2021/07/19 04:00:00+00,1827 BASHFORD MANOR Louisville KY 40218,111 - Building fire,15000.0,40000.0,55000,220000,165000,2579
21-0020491,2021/06/28 04:00:00+00,1043 WETTERAU Louisville KY 40217,131 - Passenger vehicle fire,,4800.0,4800,4800,0,2580
21-0011516,2021/04/17 04:00:00+00,900 GRADE Louisville KY 40213,131 - Passenger vehicle fire,,5000.0,5000,5000,0,2581
21-0003389,2021/02/02 05:00:00+00,325 W MAIN Louisville KY 40202,111 - Building fire,50000.0,100000.0,150000,50000000,49850000,2582
21-0003414,2021/02/02 05:00:00+00,2751 GRAHAM Louisville KY 40206,111 - Building fire,250.0,2000.0,2250,455370,453120,2583
21-0009095,2021/03/27 04:00:00+00,674 S 42ND Louisville KY 40211,131 - Passenger vehicle fire,0.0,6000.0,6000,6000,0,2584
21-0003421,2021/02/02 05:00:00+00,DUMESNIL Louisville KY 40211,131 - Passenger vehicle fire,0.0,4000.0,4000,4000,0,2585
21-0017375,2021/06/04 04:00:00+00,3823 MIAMI Louisville KY 40212,"151 - Outside rubbish, trash or waste fire",300.0,300.0,600,300,-300,2586
21-0023603,2021/07/21 04:00:00+00,Portland Wharf Park City of Louisville KY 40212,131 - Passenger vehicle fire,,8000.0,8000,8000,0,2587
21-0011569,2021/04/17 04:00:00+00,535 E BARBEE Louisville KY 40217,111 - Building fire,2000.0,10000.0,12000,200000,188000,2588
21-0020618,2021/06/29 04:00:00+00,526 E ST CATHERINE Louisville KY 40203,111 - Building fire,3000.0,10000.0,13000,200000,187000,2589
21-0011637,2021/04/18 04:00:00+00,2818 W MARKET Louisville KY 40212,131 - Passenger vehicle fire,0.0,5000.0,5000,5000,0,2590
21-0023807,2021/07/23 04:00:00+00,I 65 South City of Louisville KY 40213,131 - Passenger vehicle fire,,5000.0,5000,5000,0,2591
21-0003439,2021/02/02 05:00:00+00,1001 E OAK Louisville KY 40204,111 - Building fire,,5000.0,5000,140000,135000,2592
21-0009206,2021/03/28 04:00:00+00,S 24TH Louisville KY 40211,131 - Passenger vehicle fire,,1200.0,1200,1200,0,2593
21-0017431,2021/06/04 04:00:00+00,2717 S 5TH Louisville KY 40208,111 - Building fire,0.0,1000.0,1000,41230,40230,2594
21-0020619,2021/06/29 04:00:00+00,1943 RICHMOND Louisville KY 40205,111 - Building fire,0.0,15000.0,15000,209180,194180,2595
21-0011655,2021/04/18 04:00:00+00,3560 BARDSTOWN Louisville KY 40218,131 - Passenger vehicle fire,500.0,15000.0,15500,15000,-500,2596
21-0023851,2021/07/23 04:00:00+00,3215 KIRBY Louisville KY 40211,111 - Building fire,,5000.0,5000,29500,24500,2597
21-0003496,2021/02/03 05:00:00+00,1968 GOLDSMITH 4 Louisville KY 40218,111 - Building fire,20000.0,50000.0,70000,300000,230000,2598
21-0009214,2021/03/28 04:00:00+00,1035 S 16TH Louisville KY 40210,131 - Passenger vehicle fire,500.0,500.0,1000,5000,4000,2599
21-0017595,2021/06/06 04:00:00+00,2711 W JEFFERSON Louisville KY 40212,111 - Building fire,0.0,31490.0,31490,31490,0,2600
21-0020629,2021/06/29 04:00:00+00,1334 LONGFIELD Louisville KY 40215,111 - Building fire,0.0,500.0,500,5000,4500,2601
21-0011715,2021/04/18 04:00:00+00,618 E JEFFERSON Louisville KY 40202,111 - Building fire,150.0,100.0,250,88000,87750,2602
21-0023870,2021/07/24 04:00:00+00,S 32ND Louisville KY 40212,131 - Passenger vehicle fire,2000.0,19000.0,21000,19000,-2000,2603
21-0003589,2021/02/04 05:00:00+00,1724 BERRY Louisville KY 40215,111 - Building fire,1000.0,60000.0,61000,120000,59000,2604
21-0009273,2021/03/28 04:00:00+00,WINKLER Louisville KY 40208,154 - Dumpster or other outside trash receptacle fire,0.0,300.0,300,300,0,2605
21-0017620,2021/06/06 04:00:00+00,1213 SEELBACH Louisville KY 40215,"113 - Cooking fire, confined to container",,500.0,500,500,0,2606
21-0020644,2021/06/29 04:00:00+00,1427 RUFER Louisville KY 40204,111 - Building fire,0.0,30000.0,30000,163000,133000,2607
21-0011799,2021/04/19 04:00:00+00,1710 W HILL Louisville KY 40210,"113 - Cooking fire, confined to container",500.0,500.0,1000,38500,37500,2608
21-0024186,2021/07/26 04:00:00+00,937 PHILLIPS Louisville KY 40209,138 - Off-road vehicle or heavy equipment fire,,15000.0,15000,15000,0,2609
21-0003589,2021/02/04 05:00:00+00,1724 BERRY Louisville KY 40215,111 - Building fire,1000.0,60000.0,61000,120000,59000,2610
21-0009329,2021/03/29 04:00:00+00,701 BLUEGRASS Louisville KY 40215,131 - Passenger vehicle fire,100.0,8000.0,8100,8000,-100,2611
21-0017624,2021/06/06 04:00:00+00,2818 ROWAN Louisville KY 40212,"600 - Good intent call, other",,150.0,150,150,0,2612
21-0020793,2021/07/01 04:00:00+00,860 S 22ND Louisville KY 40211,131 - Passenger vehicle fire,,20000.0,20000,20000,0,2613
21-0011830,2021/04/19 04:00:00+00,3644 ELDERWOOD 4 Louisville KY 40215,"113 - Cooking fire, confined to container",500.0,,500,500,0,2614
21-0024248,2021/07/26 04:00:00+00,I 65 N City of Louisville KY 40213,131 - Passenger vehicle fire,,3000.0,3000,3000,0,2615
21-0003675,2021/02/04 05:00:00+00,3627 W BROADWAY 4 Louisville KY 40211,111 - Building fire,20000.0,5310.0,25310,5310,-20000,2616
21-0009475,2021/03/30 04:00:00+00,1516 CEDAR Louisville KY 40203,111 - Building fire,,300.0,300,300,0,2617
21-0017664,2021/06/06 04:00:00+00,4514 JANICE Louisville KY 40216,111 - Building fire,200.0,200.0,400,200,-200,2618
21-0020858,2021/07/01 04:00:00+00,I64W City of Louisville KY 40206,131 - Passenger vehicle fire,100.0,15000.0,15100,15000,-100,2619
21-0011852,2021/04/20 04:00:00+00,City of Louisville KY 40209,131 - Passenger vehicle fire,2000.0,2000.0,4000,2000,-2000,2620
21-0012125,2021/04/22 04:00:00+00,4522 S 2ND Louisville KY 40214,111 - Building fire,0.0,10000.0,10000,150000,140000,2621
21-0012149,2021/04/22 04:00:00+00,1172 E BROADWAY Louisville KY 40204,142 - Brush or brush-and-grass mixture fire,25.0,0.0,25,17000000,16999975,2622
21-0012167,2021/04/22 04:00:00+00,3233 UTAH 4 Louisville KY 40215,"113 - Cooking fire, confined to container",200.0,,200,200,0,2623
21-0012125,2021/04/22 04:00:00+00,4520 S 2ND Louisville KY 40214,111 - Building fire,0.0,10000.0,10000,150000,140000,2624
21-0012231,2021/04/23 04:00:00+00,S SHELBY Louisville KY 40202,131 - Passenger vehicle fire,200.0,15000.0,15200,15000,-200,2625
21-0012270,2021/04/23 04:00:00+00,3682 GEORGETOWN Louisville KY 40215,111 - Building fire,25.0,0.0,25,1000000,999975,2626
21-0012306,2021/04/23 04:00:00+00,3012 S 6TH Louisville KY 40208,111 - Building fire,10000.0,50000.0,60000,52930,-7070,2627
21-0012395,2021/04/24 04:00:00+00,2600 W BROADWAY Louisville KY 40211,111 - Building fire,15000.0,,15000,1296440,1281440,2628
21-0012312,2021/04/24 04:00:00+00,7320 SOUTHSIDE 82 Louisville KY 40214,111 - Building fire,2000.0,10000.0,12000,463000,451000,2629
21-0012424,2021/04/25 04:00:00+00,I 264W City of Louisville KY 40213,131 - Passenger vehicle fire,1000.0,3500.0,4500,3500,-1000,2630
21-0012428,2021/04/25 04:00:00+00,City of Louisville KY 40218,131 - Passenger vehicle fire,1000.0,1000.0,2000,1000,-1000,2631
21-0012457,2021/04/25 04:00:00+00,I264 W City of Louisville KY 40213,131 - Passenger vehicle fire,0.0,2500.0,2500,4590,2090,2632
21-0012471,2021/04/25 04:00:00+00,935 W JEFFERSON Louisville KY 40202,111 - Building fire,1000.0,500.0,1500,50000,48500,2633
21-0012492,2021/04/25 04:00:00+00,3317 BARDSTOWN Louisville KY 40218,"113 - Cooking fire, confined to container",5000.0,0.0,5000,431790,426790,2634
21-0012582,2021/04/26 04:00:00+00,500 W GAULBERT Louisville KY 40208,111 - Building fire,2000.0,500.0,2500,1000000,997500,2635
21-0012599,2021/04/26 04:00:00+00,2929 RIVER Louisville KY 40206,134 - Water vehicle fire,1500.0,40000.0,41500,40000,-1500,2636
21-0012811,2021/04/28 04:00:00+00,3104 DUMESNIL Louisville KY 40211,131 - Passenger vehicle fire,500.0,11000.0,11500,11000,-500,2637
21-0012811,2021/04/28 04:00:00+00,3104 DUMESNIL Louisville KY 40211,111 - Building fire,0.0,2000.0,2000,10000,8000,2638
21-0012912,2021/04/29 04:00:00+00,927 S 2ND Louisville KY 40203,"151 - Outside rubbish, trash or waste fire",20.0,0.0,20,0,-20,2639
21-0012952,2021/04/29 04:00:00+00,2501 S 4TH Louisville KY 40208,111 - Building fire,800.0,5000.0,5800,28774180,28768380,2640
21-0013143,2021/05/01 04:00:00+00,1506 SALE Louisville KY 40215,161 - Outside storage fire,0.0,1000.0,1000,2000,1000,2641
21-0013144,2021/05/01 04:00:00+00,732 S 45TH Louisville KY 40211,111 - Building fire,5000.0,53500.0,58500,107000,48500,2642
21-0013318,2021/05/02 04:00:00+00,512 W ORMSBY 206 Louisville KY 40203,111 - Building fire,2000.0,5000.0,7000,50000,43000,2643
21-0013373,2021/05/02 04:00:00+00,2520 7TH STREET Shively KY 40208,111 - Building fire,50000.0,150000.0,200000,705000,505000,2644
21-0013508,2021/05/03 04:00:00+00,S 34TH Louisville KY 40212,131 - Passenger vehicle fire,0.0,4000.0,4000,4000,0,2645
21-0013574,2021/05/04 04:00:00+00,1444 ST JAMES Louisville KY 40208,444 - Power line down,15000.0,100000.0,115000,554410,439410,2646
21-0013575,2021/05/04 04:00:00+00,1436 ST JAMES Louisville KY 40208,111 - Building fire,15000.0,100000.0,115000,554410,439410,2647
21-0013651,2021/05/04 04:00:00+00,7336 SOUTHSIDE Louisville KY 40214,131 - Passenger vehicle fire,,500.0,500,500,0,2648
21-0013675,2021/05/04 04:00:00+00,1241 RUFER Louisville KY 40204,"113 - Cooking fire, confined to container",1500.0,0.0,1500,150000,148500,2649
21-0013671,2021/05/04 04:00:00+00,1212 W BROADWAY Louisville KY 40203,131 - Passenger vehicle fire,,1500.0,1500,2500,1000,2650
21-0017669,2021/06/06 04:00:00+00,1426 BERRY Louisville KY 40215,111 - Building fire,200.0,1000.0,1200,69000,67800,2651
21-0009495,2021/03/30 04:00:00+00,525 ROSELANE Louisville KY 40203,142 - Brush or brush-and-grass mixture fire,20.0,,20,25,5,2652
21-0020908,2021/07/01 04:00:00+00,1233 S BROOK Louisville KY 40203,111 - Building fire,5000.0,30000.0,35000,30000,-5000,2653
21-0003682,2021/02/04 05:00:00+00,City of Louisville KY 40211,131 - Passenger vehicle fire,100.0,1500.0,1600,1500,-100,2654
21-0017733,2021/06/07 04:00:00+00,4011 W BROADWAY Louisville KY 40211,131 - Passenger vehicle fire,,1000.0,1000,2000,1000,2655
21-0009539,2021/03/31 04:00:00+00,3701 TAYLOR Louisville KY 40215,"160 - Special outside fire, other",2000.0,,2000,500000,498000,2656
21-0020923,2021/07/02 04:00:00+00,3530 TAYLOR Louisville KY 40215,111 - Building fire,75000.0,75000.0,150000,100000,-50000,2657
21-0020934,2021/07/02 04:00:00+00,3701 Lexington Louisville KY 40207,"113 - Cooking fire, confined to container",3000.0,2500.0,5500,150000,144500,2658
21-0020923,2021/07/02 04:00:00+00,3532 TAYLOR Louisville KY 40215,111 - Building fire,75000.0,75000.0,150000,100000,-50000,2659
21-0021026,2021/07/02 04:00:00+00,2333 CEDAR Louisville KY 40212,"151 - Outside rubbish, trash or waste fire",0.0,50.0,50,31640,31590,2660
21-0021030,2021/07/02 04:00:00+00,705 M Louisville KY 40208,154 - Dumpster or other outside trash receptacle fire,0.0,100.0,100,100,0,2661
21-0021149,2021/07/03 04:00:00+00,1930 PEABODY 3 Louisville KY 40218,111 - Building fire,0.0,5000.0,5000,500000,495000,2662
21-0021112,2021/07/03 04:00:00+00,117 W OAK Louisville KY 40203,"150 - Outside rubbish fire, other",1000.0,1000.0,2000,2000,0,2663
21-0021155,2021/07/03 04:00:00+00,i 264E City of Louisville KY 40214,131 - Passenger vehicle fire,,1000.0,1000,5000,4000,2664
21-0021157,2021/07/03 04:00:00+00,1242 SPRINGDALE Louisville KY 40213,111 - Building fire,2000.0,15000.0,17000,136840,119840,2665
21-0021323,2021/07/04 04:00:00+00,613 S 10TH Louisville KY 40203,"150 - Outside rubbish fire, other",,1000.0,1000,1000,0,2666
21-0021314,2021/07/04 04:00:00+00,838 S 31ST Louisville KY 40211,154 - Dumpster or other outside trash receptacle fire,,2500.0,2500,37110,34610,2667
21-0021342,2021/07/05 04:00:00+00,524 N 29TH Louisville KY 40212,154 - Dumpster or other outside trash receptacle fire,0.0,50.0,50,50,0,2668
21-0021512,2021/07/06 04:00:00+00,264w Louisville KY 40209,131 - Passenger vehicle fire,,3500.0,3500,5000,1500,2669
21-0021597,2021/07/06 04:00:00+00,NORTHWESTERN Louisville KY 40212,131 - Passenger vehicle fire,500.0,25000.0,25500,25000,-500,2670
21-0021612,2021/07/06 04:00:00+00,W BROADWAY Louisville KY 40203,131 - Passenger vehicle fire,,25000.0,25000,25000,0,2671
21-0021653,2021/07/07 04:00:00+00,700 W MAIN Louisville KY 40202,111 - Building fire,,2000.0,2000,2000,0,2672
21-0021717,2021/07/07 04:00:00+00,1011 SWAN Louisville KY 40204,111 - Building fire,15000.0,10000.0,25000,94100,69100,2673
21-0021887,2021/07/08 04:00:00+00,101 BOSTON Louisville KY 40212,"160 - Special outside fire, other",0.0,1000.0,1000,60000,59000,2674
21-0021767,2021/07/08 04:00:00+00,1306 S 32ND Louisville KY 40211,111 - Building fire,0.0,28200.0,28200,28200,0,2675
21-0021767,2021/07/08 04:00:00+00,1308 S 32ND Louisville KY 40211,111 - Building fire,0.0,30000.0,30000,30000,0,2676
21-0021801,2021/07/08 04:00:00+00,2814 GRIFFITHS Louisville KY 40212,"151 - Outside rubbish, trash or waste fire",0.0,800.0,800,800,0,2677
21-0021862,2021/07/08 04:00:00+00,911 GRADE Louisville KY 40213,131 - Passenger vehicle fire,500.0,2500.0,3000,2500,-500,2678
21-0021866,2021/07/08 04:00:00+00,W I-264 City of Louisville KY 40205,131 - Passenger vehicle fire,0.0,2000.0,2000,15000,13000,2679
21-0021878,2021/07/08 04:00:00+00,300 S PETERSON Louisville KY 40206,111 - Building fire,,1000.0,1000,450000,449000,2680
21-0021930,2021/07/09 04:00:00+00,2107 WILSON Louisville KY 40210,111 - Building fire,,5000.0,5000,34340,29340,2681
